sector,area,price,feature,price_per_sqm,coordinates,latitude,longitude
sector 48,161,2.98,Premium,0.018509316770186336,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 108,161,2.4,Premium,0.014906832298136646,"28.5134° N, 76.9830° E",28.5134,76.983
sector 47,161,4.3,Premium,0.02670807453416149,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 108,161,2.32,Premium,0.014409937888198757,"28.5134° N, 76.9830° E",28.5134,76.983
sector 52,162,3.4,Basic,0.020987654320987655,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 57,162,3.1,Standard,0.019135802469135803,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 2,163,1.17,Basic,0.007177914110429447,"28.5095° N, 77.0320° E",28.5095,77.032
sector 7,164,2.5,Basic,0.01524390243902439,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 57,164,4.4,Premium,0.02682926829268293,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 2,164,2.85,Basic,0.017378048780487806,"28.5095° N, 77.0320° E",28.5095,77.032
sector 57,165,3.6,Premium,0.02181818181818182,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 102,165,2.53,Premium,0.015333333333333332,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,165,2.76,Premium,0.016727272727272726,"28.4750° N, 76.9715° E",28.475,76.9715
sector 46,166,4.6,Basic,0.027710843373493974,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 47,166,4.25,Basic,0.025602409638554216,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 88a,166,2.38,Premium,0.014337349397590361,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 82a,166,2.38,Premium,0.014337349397590361,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 63,166,3.7,Premium,0.022289156626506025,"28.3971° N, 77.0867° E",28.3971,77.0867
sector 88a,166,2.18,Premium,0.013132530120481928,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 2,167,1.2,Basic,0.00718562874251497,"28.5095° N, 77.0320° E",28.5095,77.032
sector 7,167,4.0,Basic,0.023952095808383235,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 30,167,0.28,Basic,0.0016766467065868265,"28.4604° N, 77.0579° E",28.4604,77.0579
sector 2,167,1.3,Basic,0.007784431137724551,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,167,1.2,Basic,0.00718562874251497,"28.5095° N, 77.0320° E",28.5095,77.032
sector 105,167,1.0,Basic,0.005988023952095809,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 89,167,2.5,Basic,0.014970059880239521,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 26,167,5.25,Basic,0.03143712574850299,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 2,167,1.0,Basic,0.005988023952095809,"28.5095° N, 77.0320° E",28.5095,77.032
sector 47,167,5.25,Basic,0.03143712574850299,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 25,167,6.0,Basic,0.03592814371257485,"28.4844° N, 77.0860° E",28.4844,77.086
sector 88a,167,2.3,Premium,0.013772455089820359,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 88a,167,2.13,Premium,0.012754491017964071,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 17a,167,0.8,Standard,0.004790419161676647,"28.4785° N, 77.0600° E",28.4785,77.06
sector 17a,167,0.7,Standard,0.004191616766467066,"28.4785° N, 77.0600° E",28.4785,77.06
sector 88a,167,2.0,Premium,0.011976047904191617,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 47,167,4.6,Basic,0.027544910179640718,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 88a,167,2.28,Premium,0.013652694610778442,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 88a,167,2.2,Premium,0.01317365269461078,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 82,167,2.2,Standard,0.01317365269461078,"28.3935° N, 76.9600° E",28.3935,76.96
sector 102,167,2.6,Premium,0.015568862275449102,"28.4750° N, 76.9715° E",28.475,76.9715
sector 7,167,2.2,Standard,0.01317365269461078,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 88a,167,2.4,Standard,0.01437125748502994,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 88a,167,2.6,Standard,0.015568862275449102,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 47,167,4.5,Premium,0.02694610778443114,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 26,167,5.5,Premium,0.03293413173652695,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 89,167,2.4,Premium,0.01437125748502994,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 67a,167,0.34,Premium,0.002035928143712575,"28.3960° N, 77.0372° E",28.396,77.0372
sector 26,167,6.0,Premium,0.03592814371257485,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 45,167,3.8,Basic,0.02275449101796407,"28.4466° N, 77.0660° E",28.4466,77.066
sector 91,167,2.5,Premium,0.014970059880239521,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 66,167,0.21,Premium,0.0012574850299401196,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 65,167,3.71,Premium,0.02221556886227545,"28.4030° N, 77.0690° E",28.403,77.069
sector 26,167,5.0,Standard,0.029940119760479042,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 25,167,6.25,Standard,0.0374251497005988,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,167,5.85,Premium,0.035029940119760475,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 102,167,3.5,Premium,0.020958083832335328,"28.4750° N, 76.9715° E",28.475,76.9715
sector 45,168,3.7,Premium,0.022023809523809525,"28.4466° N, 77.0660° E",28.4466,77.066
sector 46,170,4.05,Premium,0.023823529411764705,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 52,171,3.4,Basic,0.019883040935672513,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 46,171,4.19,Basic,0.02450292397660819,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 57,171,3.98,Basic,0.02327485380116959,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 42,171,4.99,Basic,0.029181286549707603,"28.4576° N, 77.1020° E",28.4576,77.102
sector 46,171,3.77,Basic,0.022046783625730995,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 28,171,5.1,Premium,0.02982456140350877,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 46,171,4.0,Premium,0.023391812865497075,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 51,171,5.0,Standard,0.029239766081871343,"28.4320° N, 77.0686° E",28.432,77.0686
sector 45,171,3.67,Premium,0.021461988304093568,"28.4466° N, 77.0660° E",28.4466,77.066
sector 46,171,4.69,Standard,0.027426900584795324,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 51,171,3.88,Premium,0.022690058479532163,"28.4320° N, 77.0686° E",28.432,77.0686
sector 45,171,3.7,Premium,0.021637426900584796,"28.4466° N, 77.0660° E",28.4466,77.066
sector 52,171,3.47,Standard,0.020292397660818716,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,171,3.37,Standard,0.01970760233918129,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 57,171,3.47,Standard,0.020292397660818716,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,171,4.08,Standard,0.023859649122807018,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 43,171,4.15,Premium,0.024269005847953218,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 45,171,3.88,Premium,0.022690058479532163,"28.4466° N, 77.0660° E",28.4466,77.066
sector 45,171,3.9,Premium,0.022807017543859647,"28.4466° N, 77.0660° E",28.4466,77.066
sector 45,171,3.8,Basic,0.02222222222222222,"28.4466° N, 77.0660° E",28.4466,77.066
sector 46,171,4.2,Standard,0.02456140350877193,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 57,171,3.71,Premium,0.02169590643274854,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 38,171,3.25,Standard,0.019005847953216373,"28.4347° N, 77.0430° E",28.4347,77.043
sector 38,171,4.5,Standard,0.02631578947368421,"28.4347° N, 77.0430° E",28.4347,77.043
sector 46,171,4.0,Premium,0.023391812865497075,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 10,171,2.5,Premium,0.014619883040935672,"28.4537° N, 77.0009° E",28.4537,77.0009
sector 89,171,2.04,Standard,0.011929824561403509,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 27,171,5.24,Premium,0.03064327485380117,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 9,171,2.7,Premium,0.015789473684210527,"28.4603° N, 77.0000° E",28.4603,77.0
sector 28,171,5.0,Premium,0.029239766081871343,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 9,171,2.86,Basic,0.01672514619883041,"28.4603° N, 77.0000° E",28.4603,77.0
sector 4,172,1.8,Premium,0.010465116279069767,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 52,174,3.64,Basic,0.02091954022988506,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,174,3.4,Premium,0.01954022988505747,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,174,3.53,Basic,0.02028735632183908,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 47,176,4.49,Basic,0.025511363636363638,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 67,178,0.56,Basic,0.0031460674157303375,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,178,0.55,Basic,0.0030898876404494386,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 11,180,3.25,Premium,0.018055555555555554,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 82,180,7.25,Basic,0.04027777777777778,"28.3935° N, 76.9600° E",28.3935,76.96
sector 108,180,2.15,Basic,0.011944444444444443,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,180,2.2,Premium,0.012222222222222223,"28.5134° N, 76.9830° E",28.5134,76.983
sector 43,180,4.5,Premium,0.025,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 24,180,5.35,Standard,0.02972222222222222,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 108,180,2.6,Standard,0.014444444444444446,"28.5134° N, 76.9830° E",28.5134,76.983
sector 43,180,5.57,Premium,0.030944444444444445,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 47,180,4.15,Standard,0.02305555555555556,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 108,180,2.58,Standard,0.014333333333333333,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,180,2.55,Standard,0.014166666666666666,"28.5134° N, 76.9830° E",28.5134,76.983
sector 43,180,6.0,Basic,0.03333333333333333,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.1,Premium,0.028333333333333332,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 25,180,6.5,Premium,0.03611111111111111,"28.4844° N, 77.0860° E",28.4844,77.086
sector 38,180,3.5,Premium,0.019444444444444445,"28.4347° N, 77.0430° E",28.4347,77.043
sector 55,180,3.85,Standard,0.021388888888888888,"28.4281° N, 77.1100° E",28.4281,77.11
sector 25,180,6.0,Premium,0.03333333333333333,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,180,7.1,Premium,0.03944444444444444,"28.4844° N, 77.0860° E",28.4844,77.086
sector 108,180,2.95,Premium,0.01638888888888889,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,180,2.25,Premium,0.0125,"28.5134° N, 76.9830° E",28.5134,76.983
sector 43,180,5.5,Standard,0.030555555555555555,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.1,Premium,0.028333333333333332,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.5,Standard,0.030555555555555555,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.01,Standard,0.02783333333333333,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.07,Standard,0.02816666666666667,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.05,Standard,0.028055555555555556,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.53,Standard,0.030722222222222224,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.5,Premium,0.030555555555555555,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.4,Standard,0.030000000000000002,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,5.0,Standard,0.027777777777777776,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,6.5,Premium,0.03611111111111111,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,180,4.5,Premium,0.025,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 108,180,2.47,Standard,0.013722222222222222,"28.5134° N, 76.9830° E",28.5134,76.983
sector 43,180,4.85,Standard,0.02694444444444444,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 9,180,2.75,Premium,0.015277777777777777,"28.4603° N, 77.0000° E",28.4603,77.0
sector 43,180,5.01,Standard,0.02783333333333333,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 108,180,2.06,Premium,0.011444444444444445,"28.5134° N, 76.9830° E",28.5134,76.983
sector 11,183,0.58,Basic,0.003169398907103825,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 52,184,3.8,Standard,0.020652173913043477,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,184,4.5,Premium,0.024456521739130436,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 7,184,2.6,Basic,0.014130434782608696,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 102,184,2.86,Premium,0.015543478260869565,"28.4750° N, 76.9715° E",28.475,76.9715
sector 88a,184,2.42,Premium,0.013152173913043477,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 2,186,3.0,Standard,0.016129032258064516,"28.5095° N, 77.0320° E",28.5095,77.032
sector 102,188,3.15,Basic,0.01675531914893617,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.15,Premium,0.01675531914893617,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,2.99,Standard,0.01590425531914894,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.05,Standard,0.016223404255319148,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.0,Premium,0.015957446808510637,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.38,Premium,0.01797872340425532,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.26,Premium,0.017340425531914894,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.48,Premium,0.01851063829787234,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.04,Premium,0.016170212765957447,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.25,Premium,0.017287234042553192,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.04,Premium,0.016170212765957447,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,188,3.71,Standard,0.01973404255319149,"28.4750° N, 76.9715° E",28.475,76.9715
sector 10,190,3.0,Basic,0.015789473684210527,"28.4537° N, 77.0009° E",28.4537,77.0009
sector 63a,192,11.0,Basic,0.057291666666666664,"28.3923° N, 77.0888° E",28.3923,77.0888
sector 43,192,6.4,Premium,0.03333333333333333,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 108,194,2.0,Premium,0.010309278350515464,"28.5134° N, 76.9830° E",28.5134,76.983
sector 102,196,3.7,Premium,0.018877551020408164,"28.4750° N, 76.9715° E",28.475,76.9715
sector 99,197,3.78,Premium,0.019187817258883248,"28.4640° N, 76.9614° E",28.464,76.9614
sector 2,200,1.0,Basic,0.005,"28.5095° N, 77.0320° E",28.5095,77.032
sector 50,201,5.35,Basic,0.02661691542288557,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 47,201,5.25,Standard,0.026119402985074626,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 49,201,5.05,Basic,0.025124378109452734,"28.4121° N, 77.0480° E",28.4121,77.048
sector 43,201,6.25,Basic,0.03109452736318408,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 89,201,2.15,Basic,0.010696517412935322,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 83,201,2.64,Basic,0.013134328358208956,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 41,201,5.7,Basic,0.028358208955223882,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 48,201,3.72,Premium,0.018507462686567167,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 60,201,4.44,Standard,0.022089552238805973,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 88,201,2.5,Premium,0.012437810945273632,"28.4220° N, 76.9571° E",28.422,76.9571
sector 55,201,10.8,Premium,0.053731343283582096,"28.4281° N, 77.1100° E",28.4281,77.11
sector 50,201,6.6,Standard,0.03283582089552239,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 89,201,2.4,Premium,0.011940298507462687,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 83,201,2.64,Premium,0.013134328358208956,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,3.24,Premium,0.016119402985074627,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,3.0,Premium,0.014925373134328358,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 48,201,3.5,Premium,0.017412935323383085,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 57,201,4.68,Basic,0.023283582089552238,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 48,201,3.5,Standard,0.017412935323383085,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 48,201,3.1,Premium,0.015422885572139304,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 47,201,5.64,Premium,0.028059701492537312,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 49,201,5.0,Premium,0.024875621890547265,"28.4121° N, 77.0480° E",28.4121,77.048
sector 88b,201,2.64,Premium,0.013134328358208956,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,201,2.57,Premium,0.012786069651741293,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88a,201,2.52,Premium,0.01253731343283582,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 41,201,6.25,Standard,0.03109452736318408,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 50,201,4.8,Premium,0.023880597014925373,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 102,201,2.88,Premium,0.014328358208955224,"28.4750° N, 76.9715° E",28.475,76.9715
sector 41,201,5.5,Premium,0.02736318407960199,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 57,201,4.65,Standard,0.023134328358208958,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,201,4.7,Standard,0.023383084577114428,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,201,4.6,Standard,0.022885572139303482,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 49,201,4.8,Premium,0.023880597014925373,"28.4121° N, 77.0480° E",28.4121,77.048
sector 83,201,3.13,Standard,0.015572139303482587,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 48,201,3.96,Basic,0.019701492537313434,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 73,201,5.04,Premium,0.02507462686567164,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 41,201,4.8,Premium,0.023880597014925373,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,201,5.55,Standard,0.027611940298507463,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,201,5.8,Standard,0.028855721393034824,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,201,5.51,Standard,0.027412935323383084,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,201,6.03,Standard,0.030000000000000002,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,201,5.85,Standard,0.029104477611940297,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 60,201,4.5,Premium,0.022388059701492536,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 60,201,4.08,Premium,0.020298507462686566,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 49,201,5.04,Premium,0.02507462686567164,"28.4121° N, 77.0480° E",28.4121,77.048
sector 91,201,2.95,Premium,0.014676616915422887,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 83,201,3.17,Premium,0.015771144278606965,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,3.24,Premium,0.016119402985074627,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,2.04,Premium,0.010149253731343283,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,2.52,Standard,0.01253731343283582,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 45,201,6.09,Premium,0.030298507462686565,"28.4466° N, 77.0660° E",28.4466,77.066
sector 55,201,9.96,Premium,0.04955223880597015,"28.4281° N, 77.1100° E",28.4281,77.11
sector 83,201,2.62,Premium,0.013034825870646766,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,201,2.47,Standard,0.01228855721393035,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 51,201,4.8,Premium,0.023880597014925373,"28.4320° N, 77.0686° E",28.432,77.0686
sector 83,201,3.0,Basic,0.014925373134328358,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 102,202,3.49,Premium,0.01727722772277228,"28.4750° N, 76.9715° E",28.475,76.9715
sector 43,204,6.25,Premium,0.030637254901960783,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 82,205,3.31,Basic,0.016146341463414635,"28.3935° N, 76.9600° E",28.3935,76.96
sector 9,207,1.4,Basic,0.006763285024154589,"28.4603° N, 77.0000° E",28.4603,77.0
sector 2,207,2.72,Basic,0.013140096618357489,"28.5095° N, 77.0320° E",28.5095,77.032
sector 102,207,4.46,Premium,0.021545893719806763,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,207,4.34,Premium,0.020966183574879227,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,207,3.96,Premium,0.019130434782608695,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,208,3.62,Standard,0.017403846153846155,"28.4750° N, 76.9715° E",28.475,76.9715
sector 90,209,2.9,Premium,0.013875598086124402,"28.4085° N, 76.9369° E",28.4085,76.9369
sector 102,209,4.5,Standard,0.0215311004784689,"28.4750° N, 76.9715° E",28.475,76.9715
sector 2,209,1.7,Basic,0.008133971291866028,"28.5095° N, 77.0320° E",28.5095,77.032
sector 25,209,7.1,Basic,0.03397129186602871,"28.4844° N, 77.0860° E",28.4844,77.086
sector 99,209,3.4,Basic,0.016267942583732056,"28.4640° N, 76.9614° E",28.464,76.9614
sector 49,209,5.0,Standard,0.023923444976076555,"28.4121° N, 77.0480° E",28.4121,77.048
sector 2,209,1.25,Basic,0.005980861244019139,"28.5095° N, 77.0320° E",28.5095,77.032
sector 102,209,3.89,Premium,0.01861244019138756,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,3.88,Basic,0.018564593301435405,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,3.75,Premium,0.017942583732057416,"28.4750° N, 76.9715° E",28.475,76.9715
sector 25,209,6.65,Premium,0.03181818181818182,"28.4844° N, 77.0860° E",28.4844,77.086
sector 88a,209,2.5,Premium,0.011961722488038277,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 43,209,6.75,Basic,0.03229665071770335,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 25,209,6.95,Basic,0.03325358851674641,"28.4844° N, 77.0860° E",28.4844,77.086
sector 102,209,3.9,Premium,0.018660287081339714,"28.4750° N, 76.9715° E",28.475,76.9715
sector 73,209,5.38,Premium,0.02574162679425837,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 7,209,3.2,Premium,0.015311004784688996,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 88a,209,3.0,Premium,0.014354066985645933,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 73,209,5.65,Basic,0.02703349282296651,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 102,209,3.5,Premium,0.01674641148325359,"28.4750° N, 76.9715° E",28.475,76.9715
sector 92,209,1.75,Premium,0.008373205741626795,"28.4079° N, 76.9153° E",28.4079,76.9153
sector 73,209,4.5,Premium,0.0215311004784689,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 102,209,3.75,Premium,0.017942583732057416,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,4.13,Premium,0.019760765550239232,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,4.0,Premium,0.019138755980861243,"28.4750° N, 76.9715° E",28.475,76.9715
sector 88a,209,2.5,Premium,0.011961722488038277,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 102,209,4.0,Premium,0.019138755980861243,"28.4750° N, 76.9715° E",28.475,76.9715
sector 93,209,3.13,Standard,0.014976076555023922,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 73,209,5.5,Premium,0.02631578947368421,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 91,209,3.1,Premium,0.014832535885167464,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 92,209,2.75,Premium,0.013157894736842105,"28.4079° N, 76.9153° E",28.4079,76.9153
sector 14,209,4.63,Premium,0.02215311004784689,"28.4711° N, 77.0454° E",28.4711,77.0454
sector 67,209,0.8,Basic,0.003827751196172249,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 88b,209,3.13,Standard,0.014976076555023922,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88a,209,2.88,Premium,0.013779904306220095,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 102,209,3.45,Standard,0.016507177033492824,"28.4750° N, 76.9715° E",28.475,76.9715
sector 108,209,2.87,Standard,0.013732057416267943,"28.5134° N, 76.9830° E",28.5134,76.983
sector 91,209,3.13,Premium,0.014976076555023922,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 37d,209,3.0,Premium,0.014354066985645933,"28.4478° N, 76.9703° E",28.4478,76.9703
sector 7,209,3.25,Premium,0.01555023923444976,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 4,209,3.15,Premium,0.01507177033492823,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 4,209,3.25,Premium,0.01555023923444976,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 67,209,4.0,Premium,0.019138755980861243,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 25,209,7.0,Premium,0.03349282296650718,"28.4844° N, 77.0860° E",28.4844,77.086
sector 102,209,4.37,Premium,0.02090909090909091,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,3.85,Premium,0.01842105263157895,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,4.11,Premium,0.01966507177033493,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,209,3.5,Premium,0.01674641148325359,"28.4750° N, 76.9715° E",28.475,76.9715
sector 4,209,3.05,Standard,0.014593301435406698,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 73,209,5.25,Premium,0.025119617224880382,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 108,210,2.15,Basic,0.010238095238095237,"28.5134° N, 76.9830° E",28.5134,76.983
sector 25,210,6.5,Premium,0.030952380952380953,"28.4844° N, 77.0860° E",28.4844,77.086
sector 108,210,2.68,Standard,0.012761904761904763,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,210,2.96,Premium,0.014095238095238095,"28.5134° N, 76.9830° E",28.5134,76.983
sector 99,212,3.91,Premium,0.018443396226415096,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,213,3.31,Premium,0.015539906103286386,"28.4640° N, 76.9614° E",28.464,76.9614
sector 38,216,5.25,Basic,0.024305555555555556,"28.4347° N, 77.0430° E",28.4347,77.043
