sector,area,price,feature,price_per_sqm,coordinates,latitude,longitude
sector 43,28,7.75,Premium,0.2767857142857143,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 102,29,3.75,Basic,0.12931034482758622,"28.4750° N, 76.9715° E",28.475,76.9715
sector 5,32,4.0,Premium,0.125,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 91,33,4.09,Basic,0.12393939393939393,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 22,42,0.9,Basic,0.02142857142857143,"28.5072° N, 77.0640° E",28.5072,77.064
sector 105,42,0.23,Basic,0.0054761904761904765,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 99,42,0.12,Basic,0.002857142857142857,"28.4640° N, 76.9614° E",28.464,76.9614
sector 67,42,0.07,Standard,0.0016666666666666668,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 102,42,7.25,Standard,0.17261904761904762,"28.4750° N, 76.9715° E",28.475,76.9715
sector 73,42,9.5,Premium,0.2261904761904762,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 33,42,0.17,Premium,0.004047619047619048,"28.4420° N, 77.0207° E",28.442,77.0207
sector 67,42,0.07,Basic,0.0016666666666666668,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 33,42,0.04,Basic,0.0009523809523809524,"28.4420° N, 77.0207° E",28.442,77.0207
sector 12,42,0.04,Basic,0.0009523809523809524,"28.4723° N, 77.0320° E",28.4723,77.032
sector 25,43,13.0,Standard,0.3023255813953488,"28.4844° N, 77.0860° E",28.4844,77.086
sector 102,44,6.11,Premium,0.13886363636363638,"28.4750° N, 76.9715° E",28.475,76.9715
sector 73,46,9.0,Basic,0.1956521739130435,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 88b,46,4.0,Premium,0.08695652173913043,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 26,46,10.0,Premium,0.21739130434782608,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 24,47,8.5,Standard,0.18085106382978725,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 60,48,11.1,Premium,0.23124999999999998,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 38,50,1.25,Basic,0.025,"28.4347° N, 77.0430° E",28.4347,77.043
sector 24,50,1.4,Basic,0.027999999999999997,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 11,50,0.38,Basic,0.0076,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 57,50,1.5,Basic,0.03,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 17,50,0.23,Basic,0.0046,"28.4791° N, 77.0608° E",28.4791,77.0608
sector 42,50,1.33,Basic,0.026600000000000002,"28.4576° N, 77.1020° E",28.4576,77.102
sector 68,50,0.04,Basic,0.0008,"28.3853° N, 77.0484° E",28.3853,77.0484
sector 47,50,1.4,Basic,0.027999999999999997,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 50,50,1.6,Standard,0.032,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 24,50,1.25,Basic,0.025,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 10a,50,0.43,Basic,0.0086,"28.4469° N, 77.0106° E",28.4469,77.0106
sector 55,50,1.2,Basic,0.024,"28.4281° N, 77.1100° E",28.4281,77.11
sector 43,50,1.25,Premium,0.025,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 42,50,1.2,Premium,0.024,"28.4576° N, 77.1020° E",28.4576,77.102
sector 40,50,1.05,Standard,0.021,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 43,50,1.2,Standard,0.024,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 49,50,1.75,Premium,0.035,"28.4121° N, 77.0480° E",28.4121,77.048
sector 43,50,1.3,Premium,0.026000000000000002,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,50,1.25,Basic,0.025,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,50,1.2,Premium,0.024,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 55,50,1.15,Premium,0.023,"28.4281° N, 77.1100° E",28.4281,77.11
sector 24,50,1.15,Premium,0.023,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 24,50,1.25,Premium,0.025,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 28,50,1.2,Premium,0.024,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 26,50,1.0,Premium,0.02,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 43,50,1.25,Standard,0.025,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,50,1.43,Premium,0.0286,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 73,50,10.76,Premium,0.2152,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 49,50,1.5,Standard,0.03,"28.4121° N, 77.0480° E",28.4121,77.048
sector 48,50,0.85,Premium,0.017,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 43,50,1.45,Standard,0.028999999999999998,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 42,50,1.2,Standard,0.024,"28.4576° N, 77.1020° E",28.4576,77.102
sector 43,50,1.1,Premium,0.022000000000000002,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 49,50,1.1,Premium,0.022000000000000002,"28.4121° N, 77.0480° E",28.4121,77.048
sector 48,50,0.81,Premium,0.016200000000000003,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 49,50,1.07,Premium,0.021400000000000002,"28.4121° N, 77.0480° E",28.4121,77.048
sector 55,50,0.96,Premium,0.0192,"28.4281° N, 77.1100° E",28.4281,77.11
sector 113,51,2.77,Premium,0.05431372549019608,"28.5287° N, 77.0233° E",28.5287,77.0233
sector 43,51,1.25,Standard,0.024509803921568627,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 2,51,7.0,Basic,0.13725490196078433,"28.5095° N, 77.0320° E",28.5095,77.032
sector 68,52,0.08,Standard,0.0015384615384615385,"28.3853° N, 77.0484° E",28.3853,77.0484
sector 24,52,10.5,Premium,0.20192307692307693,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 46,52,1.35,Premium,0.025961538461538463,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 38,52,1.15,Standard,0.022115384615384613,"28.4347° N, 77.0430° E",28.4347,77.043
sector 42,52,1.25,Standard,0.02403846153846154,"28.4576° N, 77.1020° E",28.4576,77.102
sector 56,54,1.3,Basic,0.024074074074074074,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 43,55,1.21,Standard,0.022,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 67,59,0.13,Standard,0.0022033898305084745,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 99,60,6.78,Standard,0.113,"28.4640° N, 76.9614° E",28.464,76.9614
sector 11,60,0.1,Premium,0.0016666666666666668,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 7,63,1.1,Basic,0.01746031746031746,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 67,63,0.11,Standard,0.001746031746031746,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 49,63,1.05,Premium,0.016666666666666666,"28.4121° N, 77.0480° E",28.4121,77.048
sector 42,65,1.7,Basic,0.026153846153846153,"28.4576° N, 77.1020° E",28.4576,77.102
sector 38,66,1.4,Basic,0.02121212121212121,"28.4347° N, 77.0430° E",28.4347,77.043
sector 67,66,0.26,Standard,0.00393939393939394,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 52,66,1.2,Standard,0.01818181818181818,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 105,67,0.47,Basic,0.007014925373134328,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 66,67,0.26,Standard,0.0038805970149253734,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 42,67,1.6,Premium,0.023880597014925373,"28.4576° N, 77.1020° E",28.4576,77.102
sector 42,67,1.58,Premium,0.023582089552238807,"28.4576° N, 77.1020° E",28.4576,77.102
sector 42,67,1.8,Standard,0.026865671641791045,"28.4576° N, 77.1020° E",28.4576,77.102
sector 67a,67,0.14,Standard,0.0020895522388059704,"28.3960° N, 77.0372° E",28.396,77.0372
sector 67,67,0.12,Basic,0.001791044776119403,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,67,0.12,Standard,0.001791044776119403,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 56,68,1.8,Basic,0.026470588235294117,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 42,69,1.75,Basic,0.025362318840579712,"28.4576° N, 77.1020° E",28.4576,77.102
sector 55,70,3.0,Basic,0.04285714285714286,"28.4281° N, 77.1100° E",28.4281,77.11
sector 42,70,1.6,Premium,0.022857142857142857,"28.4576° N, 77.1020° E",28.4576,77.102
sector 42,71,1.9,Basic,0.02676056338028169,"28.4576° N, 77.1020° E",28.4576,77.102
sector 4,71,0.54,Basic,0.007605633802816902,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 50,72,12.5,Premium,0.1736111111111111,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 88b,75,0.9,Premium,0.012,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 67,75,0.16,Standard,0.0021333333333333334,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 110,76,0.41,Basic,0.005394736842105263,"28.5145° N, 77.0197° E",28.5145,77.0197
sector 7,81,0.75,Standard,0.009259259259259259,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 52,82,1.6,Basic,0.01951219512195122,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 2,84,0.46,Basic,0.0054761904761904765,"28.5095° N, 77.0320° E",28.5095,77.032
sector 9,84,1.0,Basic,0.011904761904761904,"28.4603° N, 77.0000° E",28.4603,77.0
sector 40,84,1.82,Basic,0.021666666666666667,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 105,84,0.47,Basic,0.005595238095238095,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 43,84,3.1,Basic,0.036904761904761905,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 40,84,1.9,Basic,0.02261904761904762,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 69,84,0.6,Basic,0.007142857142857143,"28.3966° N, 77.0341° E",28.3966,77.0341
sector 11,84,1.1,Standard,0.013095238095238096,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 17a,84,1.47,Premium,0.017499999999999998,"28.4785° N, 77.0600° E",28.4785,77.06
sector 5,84,1.28,Standard,0.015238095238095238,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 68,84,0.25,Basic,0.002976190476190476,"28.3853° N, 77.0484° E",28.3853,77.0484
sector 67,84,0.22,Basic,0.002619047619047619,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 11,84,0.21,Basic,0.0025,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 67,84,0.16,Basic,0.0019047619047619048,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 47,84,2.0,Basic,0.023809523809523808,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 46,84,2.1,Basic,0.025,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 57,84,1.6,Premium,0.01904761904761905,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 47,84,1.85,Standard,0.022023809523809525,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 67,84,0.3,Standard,0.0035714285714285713,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,84,0.17,Standard,0.002023809523809524,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,84,0.15,Standard,0.0017857142857142857,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,84,0.15,Standard,0.0017857142857142857,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 95,84,0.9,Premium,0.010714285714285714,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,84,0.99,Premium,0.011785714285714285,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 42,84,2.25,Premium,0.026785714285714284,"28.4576° N, 77.1020° E",28.4576,77.102
sector 46,84,1.95,Standard,0.023214285714285715,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 40,84,1.8,Premium,0.02142857142857143,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 33,84,0.55,Premium,0.006547619047619048,"28.4420° N, 77.0207° E",28.442,77.0207
sector 66,84,0.32,Premium,0.0038095238095238095,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 52,84,1.65,Standard,0.019642857142857142,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 78,84,1.25,Standard,0.01488095238095238,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 93,84,0.87,Basic,0.010357142857142856,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 45,84,1.8,Premium,0.02142857142857143,"28.4466° N, 77.0660° E",28.4466,77.066
sector 52,84,1.48,Premium,0.017619047619047618,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 40,84,1.65,Premium,0.019642857142857142,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 45,84,1.81,Premium,0.021547619047619048,"28.4466° N, 77.0660° E",28.4466,77.066
sector 67,84,0.28,Basic,0.0033333333333333335,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 42,84,2.15,Premium,0.025595238095238095,"28.4576° N, 77.1020° E",28.4576,77.102
sector 42,84,2.3,Standard,0.027380952380952377,"28.4576° N, 77.1020° E",28.4576,77.102
sector 33,84,0.18,Standard,0.002142857142857143,"28.4420° N, 77.0207° E",28.442,77.0207
sector 51,84,1.8,Premium,0.02142857142857143,"28.4320° N, 77.0686° E",28.432,77.0686
sector 95,84,0.85,Basic,0.01011904761904762,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,84,0.8,Basic,0.009523809523809525,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 27,84,2.3,Premium,0.027380952380952377,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 33,84,0.33,Premium,0.003928571428571429,"28.4420° N, 77.0207° E",28.442,77.0207
sector 42,84,2.35,Premium,0.027976190476190477,"28.4576° N, 77.1020° E",28.4576,77.102
sector 43,84,2.4,Premium,0.02857142857142857,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 27,84,2.5,Premium,0.02976190476190476,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 27,84,2.45,Premium,0.029166666666666667,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 40,84,2.1,Premium,0.025,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 2,84,0.25,Standard,0.002976190476190476,"28.5095° N, 77.0320° E",28.5095,77.032
sector 23,84,1.6,Standard,0.01904761904761905,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 41,84,1.8,Premium,0.02142857142857143,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 2,84,0.5,Basic,0.005952380952380952,"28.5095° N, 77.0320° E",28.5095,77.032
sector 11,84,0.18,Premium,0.002142857142857143,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 11,84,0.17,Premium,0.002023809523809524,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 11,84,0.15,Standard,0.0017857142857142857,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 67,84,0.15,Basic,0.0017857142857142857,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,84,0.31,Basic,0.0036904761904761906,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 75,84,0.3,Basic,0.0035714285714285713,"28.3925° N, 77.0089° E",28.3925,77.0089
sector 42,84,2.1,Standard,0.025,"28.4576° N, 77.1020° E",28.4576,77.102
sector 7,84,1.3,Premium,0.015476190476190477,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 7,84,1.35,Premium,0.016071428571428573,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 57,84,1.8,Premium,0.02142857142857143,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 52,84,2.1,Standard,0.025,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 5,84,1.47,Standard,0.017499999999999998,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 2,84,0.6,Basic,0.007142857142857143,"28.5095° N, 77.0320° E",28.5095,77.032
sector 33,85,0.55,Premium,0.006470588235294119,"28.4420° N, 77.0207° E",28.442,77.0207
sector 46,85,1.85,Standard,0.021764705882352943,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,86,2.1,Premium,0.02441860465116279,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 22,87,0.42,Basic,0.004827586206896551,"28.5072° N, 77.0640° E",28.5072,77.064
sector 43,87,2.28,Premium,0.026206896551724135,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 22,89,0.8,Standard,0.008988764044943821,"28.5072° N, 77.0640° E",28.5072,77.064
sector 51,90,1.85,Premium,0.020555555555555556,"28.4320° N, 77.0686° E",28.432,77.0686
sector 40,92,2.4,Basic,0.02608695652173913,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 51,92,1.6,Basic,0.017391304347826087,"28.4320° N, 77.0686° E",28.432,77.0686
sector 99a,92,1.21,Standard,0.013152173913043477,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 93,92,0.96,Basic,0.010434782608695651,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 45,92,2.2,Standard,0.02391304347826087,"28.4466° N, 77.0660° E",28.4466,77.066
sector 45,92,2.2,Basic,0.02391304347826087,"28.4466° N, 77.0660° E",28.4466,77.066
sector 40,92,2.1,Standard,0.02282608695652174,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 12,93,0.8,Basic,0.008602150537634409,"28.4723° N, 77.0320° E",28.4723,77.032
sector 66,93,0.35,Standard,0.0037634408602150535,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 99a,94,1.13,Premium,0.01202127659574468,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,94,0.96,Basic,0.010212765957446808,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,94,1.02,Basic,0.010851063829787235,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 88b,94,1.2,Premium,0.01276595744680851,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,94,1.3,Premium,0.013829787234042554,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 99a,94,1.24,Basic,0.013191489361702127,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 88b,94,1.24,Premium,0.013191489361702127,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 99a,95,1.13,Premium,0.011894736842105262,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 78,96,1.35,Premium,0.0140625,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 78,96,1.5,Premium,0.015625,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 93,96,1.0,Basic,0.010416666666666666,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 82a,96,1.55,Standard,0.016145833333333335,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 95,96,0.92,Basic,0.009583333333333334,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 88b,96,1.15,Basic,0.011979166666666666,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 99a,96,0.98,Basic,0.010208333333333333,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 78,96,1.26,Basic,0.013125,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 99a,96,1.15,Premium,0.011979166666666666,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 102,96,1.61,Premium,0.016770833333333336,"28.4750° N, 76.9715° E",28.475,76.9715
sector 22,98,0.42,Basic,0.004285714285714286,"28.5072° N, 77.0640° E",28.5072,77.064
sector 47,98,19.5,Premium,0.1989795918367347,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 82,98,1.4,Standard,0.014285714285714285,"28.3935° N, 76.9600° E",28.3935,76.96
sector 106,98,1.28,Standard,0.013061224489795919,"28.5007° N, 77.0003° E",28.5007,77.0003
sector 99a,98,1.17,Premium,0.01193877551020408,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 88a,98,1.17,Premium,0.01193877551020408,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 2,98,0.93,Standard,0.009489795918367348,"28.5095° N, 77.0320° E",28.5095,77.032
sector 88a,98,1.16,Premium,0.01183673469387755,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 68,99,0.39,Standard,0.00393939393939394,"28.3853° N, 77.0484° E",28.3853,77.0484
sector 102,99,1.75,Premium,0.017676767676767676,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,99,1.71,Premium,0.017272727272727273,"28.4750° N, 76.9715° E",28.475,76.9715
sector 106,100,1.21,Basic,0.0121,"28.5007° N, 77.0003° E",28.5007,77.0003
sector 106,100,1.2,Premium,0.012,"28.5007° N, 77.0003° E",28.5007,77.0003
sector 82a,100,1.5,Basic,0.015,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 85,100,1.75,Premium,0.0175,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 67,100,0.2,Premium,0.002,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 88b,100,1.32,Standard,0.0132,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 93,100,1.44,Premium,0.0144,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 95,100,0.96,Premium,0.0096,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,100,1.1,Basic,0.011000000000000001,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,100,1.11,Premium,0.0111,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 93,100,1.0,Premium,0.01,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 78,100,1.34,Premium,0.0134,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 83,100,1.8,Premium,0.018000000000000002,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 112,100,1.56,Premium,0.015600000000000001,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 11,100,0.15,Premium,0.0015,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 99a,100,1.06,Premium,0.0106,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 95,101,0.98,Basic,0.009702970297029703,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 99a,102,1.04,Basic,0.01019607843137255,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 95,102,0.98,Basic,0.009607843137254901,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 99a,103,1.04,Premium,0.010097087378640778,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 102,104,1.76,Premium,0.016923076923076923,"28.4750° N, 76.9715° E",28.475,76.9715
sector 56,105,2.8,Basic,0.026666666666666665,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 69,105,1.1,Basic,0.010476190476190477,"28.3966° N, 77.0341° E",28.3966,77.0341
sector 93,105,1.63,Basic,0.015523809523809523,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 17a,105,0.31,Basic,0.0029523809523809524,"28.4785° N, 77.0600° E",28.4785,77.06
sector 7,105,1.25,Basic,0.011904761904761904,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 4,105,0.85,Premium,0.008095238095238095,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 95,105,0.94,Basic,0.008952380952380951,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 112,105,1.88,Premium,0.017904761904761902,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 112,105,1.88,Standard,0.017904761904761902,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 56,105,2.48,Standard,0.02361904761904762,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 56,105,2.6,Standard,0.024761904761904763,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 56,105,2.55,Premium,0.024285714285714285,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 99a,105,1.13,Premium,0.01076190476190476,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,107,1.13,Premium,0.0105607476635514,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 67,107,0.22,Premium,0.00205607476635514,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 88a,107,1.28,Premium,0.011962616822429906,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 95,108,1.15,Premium,0.010648148148148148,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 112,108,1.7,Basic,0.01574074074074074,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 112,108,1.68,Premium,0.015555555555555555,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 112,109,1.69,Standard,0.015504587155963302,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 88b,109,1.25,Premium,0.011467889908256881,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,109,1.26,Premium,0.011559633027522935,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 95,109,1.04,Basic,0.009541284403669725,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 106,109,1.29,Standard,0.011834862385321101,"28.5007° N, 77.0003° E",28.5007,77.0003
sector 102,109,1.82,Premium,0.01669724770642202,"28.4750° N, 76.9715° E",28.475,76.9715
sector 78,110,1.7,Premium,0.015454545454545453,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 78,110,1.32,Basic,0.012,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 99a,110,1.12,Basic,0.010181818181818183,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 88a,110,1.58,Basic,0.014363636363636365,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 112,110,1.7,Premium,0.015454545454545453,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 26,111,0.6,Basic,0.005405405405405405,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 102,113,1.92,Premium,0.016991150442477874,"28.4750° N, 76.9715° E",28.475,76.9715
sector 112,113,1.75,Premium,0.015486725663716814,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 102,113,1.96,Premium,0.017345132743362832,"28.4750° N, 76.9715° E",28.475,76.9715
sector 99a,113,1.19,Premium,0.010530973451327433,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 35,114,0.95,Premium,0.008333333333333333,"28.4155° N, 77.0022° E",28.4155,77.0022
sector 102,115,1.93,Basic,0.016782608695652172,"28.4750° N, 76.9715° E",28.475,76.9715
sector 88a,115,1.37,Premium,0.01191304347826087,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 112,115,1.79,Premium,0.015565217391304348,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 88a,115,1.45,Premium,0.012608695652173913,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 93,115,1.63,Premium,0.01417391304347826,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 112,115,1.86,Premium,0.01617391304347826,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 35,117,1.4,Basic,0.011965811965811965,"28.4155° N, 77.0022° E",28.4155,77.0022
sector 102,117,1.82,Basic,0.015555555555555557,"28.4750° N, 76.9715° E",28.475,76.9715
sector 105,117,1.5,Basic,0.01282051282051282,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 93,117,1.08,Standard,0.009230769230769232,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 112,117,1.82,Standard,0.015555555555555557,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 102,117,2.0,Premium,0.017094017094017096,"28.4750° N, 76.9715° E",28.475,76.9715
sector 85,117,1.75,Premium,0.014957264957264958,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 85,117,1.82,Standard,0.015555555555555557,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 85,117,1.9,Standard,0.016239316239316237,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 88a,117,1.48,Premium,0.012649572649572649,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 85,117,1.9,Premium,0.016239316239316237,"28.4042° N, 76.9513° E",28.4042,76.9513
