property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price_per_sqft,coordinates,latitude,longitude
flat,sector 71,1.1,3.0,4.0,3,Moderately Old,1631.0,1.0,0.0,0.0,Low,Mid Floor,0.0006744328632740651,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 82a,1.59,3.0,3.0,3+,Relatively New,1668.0,0.0,0.0,2.0,High,Mid Floor,0.0009532374100719424,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sector 88a,1.65,3.0,3.0,3,New Property,1652.0,0.0,0.0,0.0,Medium,High Floor,0.0009987893462469733,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,sector 81,2.28,3.0,3.0,3+,Relatively New,1750.0,1.0,0.0,2.0,Low,High Floor,0.0013028571428571427,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 90,1.6,4.0,4.0,3+,Relatively New,2139.0,1.0,0.0,0.0,Medium,Mid Floor,0.000748013090229079,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 90,1.21,3.0,3.0,3+,Relatively New,1581.0,0.0,0.0,0.0,Medium,High Floor,0.0007653383934218849,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 90,1.25,3.0,3.0,3,Moderately Old,1437.0,1.0,0.0,0.0,Medium,High Floor,0.0008698677800974252,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 2,0.98,2.0,2.0,3,Moderately Old,1281.0,0.0,0.0,0.0,Medium,High Floor,0.0007650273224043716,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 108,0.93,2.0,3.0,3,Relatively New,1161.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008010335917312662,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 61,2.24,3.0,3.0,2,New Property,1402.0,0.0,0.0,0.0,Medium,Mid Floor,0.0015977175463623397,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 56,1.55,3.0,3.0,3,Old Property,1810.0,1.0,0.0,1.0,Medium,Mid Floor,0.0008563535911602211,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 79,0.78,2.0,2.0,3+,Relatively New,1172.0,0.0,0.0,0.0,Low,High Floor,0.0006655290102389079,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 113,1.93,3.0,3.0,2,Under Construction,1429.0,0.0,0.0,0.0,Medium,Mid Floor,0.0013505948215535339,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 104,2.6,4.0,4.0,3+,Relatively New,3064.0,1.0,0.0,1.0,High,High Floor,0.0008485639686684073,"28.4788° N, 76.9960° E",28.4788,76.996
house,sector 112,7.46,4.0,4.0,3+,Relatively New,6350.0,1.0,0.0,1.0,Medium,Low Floor,0.0011748031496062992,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 22,4.8,4.0,6.0,3+,New Property,2778.0,1.0,0.0,2.0,Low,Mid Floor,0.0017278617710583153,"28.5072° N, 77.0640° E",28.5072,77.064
flat,sector 108,0.97,2.0,2.0,3,Relatively New,1167.0,1.0,0.0,0.0,High,Mid Floor,0.000831191088260497,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 102,0.97,2.0,2.0,2,Relatively New,828.0,0.0,0.0,0.0,Medium,High Floor,0.0011714975845410628,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 92,1.7,3.0,4.0,2,Under Construction,1475.0,0.0,0.0,0.0,Medium,Low Floor,0.0011525423728813559,"28.4079° N, 76.9153° E",28.4079,76.9153
house,sector 26,6.75,3.0,3.0,3,Moderately Old,2430.0,0.0,0.0,0.0,Low,Low Floor,0.002777777777777778,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sector 90,1.2,3.0,3.0,3+,Moderately Old,2144.0,1.0,0.0,0.0,Medium,Mid Floor,0.0005597014925373135,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 70,1.65,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,High,Mid Floor,0.001080550098231827,"28.3968° N, 77.0233° E",28.3968,77.0233
house,sector 13,1.5,2.0,7.0,3,Moderately Old,1300.0,0.0,0.0,0.0,Low,Mid Floor,0.001153846153846154,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,sector 84,0.69,2.0,2.0,3+,Relatively New,1222.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005646481178396072,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1660.0,0.0,0.0,0.0,Low,High Floor,0.0007228915662650603,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 92,0.75,3.0,4.0,3,Moderately Old,1778.0,0.0,0.0,0.0,Medium,Low Floor,0.000421822272215973,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 49,1.69,3.0,3.0,3,Moderately Old,2178.0,0.0,0.0,0.0,Medium,Mid Floor,0.000775941230486685,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 67,4.5,4.0,4.0,3+,Relatively New,3160.0,1.0,0.0,1.0,Low,Low Floor,0.0014240506329113924,"28.3859° N, 77.0608° E",28.3859,77.0608
house,sector 33,8.5,5.0,5.0,3+,New Property,4770.0,1.0,1.0,1.0,Medium,Mid Floor,0.0017819706498951782,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 107,0.4,2.0,2.0,1,Relatively New,577.0,0.0,0.0,1.0,Medium,Mid Floor,0.0006932409012131716,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,manesar,0.9,4.0,4.0,3,Moderately Old,2233.0,0.0,0.0,0.0,Low,Mid Floor,0.00040304523063143755,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sector 52,5.0,5.0,7.0,3+,Moderately Old,5778.0,1.0,0.0,0.0,Medium,Low Floor,0.0008653513326410523,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,sector 76,1.9,3.0,3.0,2,Under Construction,1513.0,0.0,0.0,0.0,Medium,Low Floor,0.001255783212161269,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,sector 84,1.24,3.0,3.0,3,Relatively New,1650.0,0.0,0.0,1.0,High,Mid Floor,0.0007515151515151515,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 33,1.4,3.0,3.0,3,Under Construction,588.0,0.0,0.0,0.0,Medium,Low Floor,0.0023809523809523807,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 95,0.46,2.0,2.0,2,New Property,809.0,0.0,0.0,0.0,Medium,High Floor,0.0005686032138442522,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,gwal pahari,1.38,2.0,2.0,2,Under Construction,1130.0,0.0,0.0,1.0,Medium,Mid Floor,0.0012212389380530971,"28.4484° N, 77.0210° E",28.4484,77.021
flat,sector 102,1.82,3.0,4.0,3+,Moderately Old,1757.0,1.0,0.0,0.0,Medium,High Floor,0.0010358565737051792,"28.4750° N, 76.9715° E",28.475,76.9715
flat,manesar,0.86,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,0.0,Medium,Mid Floor,0.0004526315789473684,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sector 70,1.65,3.0,3.0,2,Relatively New,2167.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007614213197969543,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sector 59,3.78,3.0,3.0,3,Under Construction,2550.0,0.0,0.0,0.0,Low,Mid Floor,0.0014823529411764705,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,sector 102,1.42,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,0.0,Medium,Mid Floor,0.0010798479087452471,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1466.0,0.0,1.0,0.0,Medium,Mid Floor,0.0009549795361527966,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 95,0.27,2.0,2.0,0,New Property,758.0,0.0,0.0,0.0,Low,Low Floor,0.0003562005277044855,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 86,0.42,2.0,2.0,1,New Property,557.0,1.0,0.0,0.0,Medium,Low Floor,0.0007540394973070018,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 99,0.26,2.0,2.0,1,Relatively New,611.0,0.0,0.0,0.0,Medium,Mid Floor,0.000425531914893617,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 95,0.4,3.0,2.0,2,New Property,761.0,0.0,0.0,0.0,Low,Mid Floor,0.0005256241787122208,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 56,2.05,4.0,4.0,3,Relatively New,2000.0,1.0,0.0,1.0,Low,Mid Floor,0.0010249999999999999,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 92,0.87,4.0,4.0,2,Moderately Old,1584.0,0.0,1.0,2.0,Medium,Low Floor,0.0005492424242424242,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 86,1.65,3.0,4.0,3,Relatively New,1715.0,1.0,0.0,0.0,Medium,Mid Floor,0.0009620991253644314,"28.3986° N, 76.9384° E",28.3986,76.9384
house,sector 12,0.42,3.0,3.0,0,New Property,567.0,0.0,0.0,0.0,Low,Low Floor,0.0007407407407407407,"28.4723° N, 77.0320° E",28.4723,77.032
flat,sector 65,2.75,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,1.0,Medium,Mid Floor,0.0013924050632911392,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 9,0.88,3.0,3.0,2,Old Property,1438.0,0.0,0.0,1.0,Low,Low Floor,0.000611961057023644,"28.4603° N, 77.0000° E",28.4603,77.0
flat,sector 91,1.4,3.0,3.0,3+,Relatively New,1700.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008235294117647058,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,sector 65,5.9,3.0,3.0,3,Moderately Old,3043.0,0.0,0.0,2.0,Low,Mid Floor,0.001938876109102859,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 81,0.82,2.0,2.0,3,Relatively New,955.0,0.0,0.0,0.0,Medium,Low Floor,0.0008586387434554974,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 81,3.3,4.0,5.0,3+,Relatively New,3070.0,1.0,0.0,1.0,High,Mid Floor,0.0010749185667752442,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 92,0.5,3.0,3.0,1,New Property,711.0,0.0,0.0,2.0,Medium,High Floor,0.0007032348804500703,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 69,1.8,4.0,5.0,3+,Relatively New,2200.0,1.0,0.0,0.0,High,Mid Floor,0.0008181818181818182,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 58,4.85,4.0,5.0,3,Relatively New,3182.0,1.0,0.0,1.0,Low,High Floor,0.0015241986172218728,"28.4200° N, 77.1105° E",28.42,77.1105
flat,sector 77,1.79,3.0,3.0,3,New Property,1600.0,1.0,0.0,1.0,Low,Low Floor,0.00111875,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sector 99,1.13,3.0,5.0,3,Relatively New,1790.0,1.0,0.0,0.0,Low,Mid Floor,0.0006312849162011172,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 81,2.29,3.0,4.0,3+,Relatively New,1900.0,1.0,0.0,2.0,Medium,High Floor,0.0012052631578947368,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 95,0.29,2.0,2.0,2,Relatively New,507.0,0.0,0.0,0.0,Medium,High Floor,0.0005719921104536488,"28.4172° N, 76.9081° E",28.4172,76.9081
house,sector 1,1.85,4.0,3.0,2,Moderately Old,1284.0,0.0,0.0,0.0,Low,Mid Floor,0.001440809968847352,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 2,0.95,2.0,2.0,3,Old Property,1573.0,0.0,0.0,1.0,Medium,Mid Floor,0.0006039415130324221,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 109,1.5,3.0,3.0,1,New Property,2519.0,1.0,0.0,0.0,Low,Mid Floor,0.0005954743946010321,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 110,4.0,4.0,4.0,3,New Property,3350.0,0.0,0.0,0.0,Medium,High Floor,0.0011940298507462687,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,sector 82a,0.62,1.0,1.0,0,Relatively New,650.0,0.0,0.0,0.0,Low,Mid Floor,0.0009538461538461539,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sector 90,1.15,3.0,3.0,3+,Relatively New,1747.0,1.0,0.0,0.0,Medium,Mid Floor,0.0006582713222667429,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 83,1.4,3.0,3.0,2,Relatively New,1570.0,0.0,0.0,1.0,Medium,Mid Floor,0.0008917197452229299,"28.3986° N, 76.9647° E",28.3986,76.9647
house,sector 57,3.15,5.0,4.0,3+,Moderately Old,1548.0,0.0,1.0,1.0,Medium,Low Floor,0.0020348837209302325,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sector 71,0.98,3.0,3.0,3,Moderately Old,1466.0,0.0,0.0,0.0,Medium,Low Floor,0.0006684856753069577,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 102,1.75,3.0,3.0,3+,Relatively New,1465.0,0.0,0.0,0.0,Low,Low Floor,0.0011945392491467576,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 65,5.0,3.0,3.0,3,Relatively New,3245.0,1.0,0.0,1.0,High,Low Floor,0.0015408320493066256,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 65,2.55,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,0.0,Low,Mid Floor,0.0015454545454545454,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 33,1.65,3.0,3.0,3,Under Construction,2218.0,1.0,0.0,0.0,Low,Low Floor,0.0007439134355275022,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 106,2.1,4.0,6.0,3+,Relatively New,2131.0,1.0,0.0,0.0,Medium,Mid Floor,0.000985452839042703,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 9,0.95,3.0,3.0,2,Moderately Old,1403.0,0.0,0.0,0.0,Low,Mid Floor,0.00067712045616536,"28.4603° N, 77.0000° E",28.4603,77.0
flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1.0,0.0,0.0,High,High Floor,0.0011827956989247312,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 48,1.38,3.0,3.0,1,Relatively New,1611.0,0.0,0.0,0.0,Medium,Low Floor,0.0008566108007448789,"28.4177° N, 77.0359° E",28.4177,77.0359
house,sector 25,15.0,5.0,5.0,3,Moderately Old,6400.0,1.0,0.0,1.0,Medium,Low Floor,0.00234375,"28.4844° N, 77.0860° E",28.4844,77.086
flat,sector 105,0.42,3.0,2.0,1,Moderately Old,833.0,0.0,0.0,0.0,Low,Low Floor,0.0005042016806722689,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,sector 61,2.55,3.0,3.0,2,New Property,1630.0,0.0,0.0,0.0,Low,Mid Floor,0.0015644171779141103,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 109,2.3,3.0,4.0,3+,New Property,2339.0,1.0,0.0,0.0,Medium,Mid Floor,0.000983326207781103,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 65,3.2,4.0,3.0,2,Relatively New,3150.0,1.0,0.0,0.0,Low,Low Floor,0.0010158730158730158,"28.4030° N, 77.0690° E",28.403,77.069
house,sector 49,3.75,2.0,6.0,3,Moderately Old,1467.0,0.0,0.0,0.0,Low,Mid Floor,0.002556237218813906,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 113,2.75,4.0,4.0,3+,Under Construction,2886.0,1.0,0.0,2.0,Medium,High Floor,0.0009528759528759529,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 33,2.0,3.0,3.0,3+,New Property,1619.0,0.0,0.0,0.0,Low,Mid Floor,0.0012353304508956147,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 82a,1.85,3.0,3.0,3,Moderately Old,1677.0,0.0,0.0,0.0,Low,High Floor,0.001103160405485987,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sector 90,1.23,3.0,3.0,2,Relatively New,1578.0,0.0,0.0,0.0,Low,High Floor,0.000779467680608365,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 65,2.65,2.0,2.0,3,New Property,1433.0,0.0,0.0,0.0,Low,Mid Floor,0.0018492672714584787,"28.4030° N, 77.0690° E",28.403,77.069
house,sector 9,1.65,2.0,3.0,0,Old Property,900.0,0.0,0.0,0.0,Low,Mid Floor,0.0018333333333333333,"28.4603° N, 77.0000° E",28.4603,77.0
flat,sector 43,3.8,3.0,3.0,3+,Moderately Old,2450.0,1.0,0.0,1.0,Medium,Low Floor,0.0015510204081632653,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 65,2.85,4.0,4.0,3+,Relatively New,1975.0,1.0,0.0,1.0,High,Low Floor,0.0014430379746835443,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 63,7.8,4.0,4.0,0,New Property,3950.0,0.0,0.0,0.0,Medium,Mid Floor,0.0019746835443037974,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,sector 2,1.5,3.0,4.0,3+,Moderately Old,1738.0,1.0,0.0,0.0,Medium,Mid Floor,0.0008630609896432681,"28.5095° N, 77.0320° E",28.5095,77.032
house,sector 76,1.75,4.0,4.0,0,New Property,3111.0,0.0,0.0,0.0,Low,High Floor,0.0005625200900032144,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,sector 61,2.17,3.0,3.0,3,Under Construction,1721.0,0.0,0.0,0.0,Low,Low Floor,0.0012608948285880303,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 102,1.35,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,0.0,Medium,Mid Floor,0.0010266159695817491,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 106,1.05,3.0,4.0,3+,Relatively New,1345.0,1.0,0.0,0.0,High,Mid Floor,0.0007806691449814126,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 14,4.26,4.0,4.0,0,Old Property,3250.0,0.0,0.0,0.0,Low,Mid Floor,0.0013107692307692308,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0.0,0.0,1.0,Medium,High Floor,0.0006119402985074626,"28.4172° N, 76.9081° E",28.4172,76.9081
house,sector 57,3.65,6.0,6.0,2,Moderately Old,3450.0,1.0,1.0,2.0,High,Mid Floor,0.0010579710144927536,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sector 109,1.2,3.0,2.0,2,Relatively New,1701.0,0.0,0.0,0.0,High,Mid Floor,0.0007054673721340387,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 107,0.98,2.0,2.0,3,Relatively New,1281.0,0.0,0.0,1.0,High,Mid Floor,0.0007650273224043716,"28.5052° N, 76.9729° E",28.5052,76.9729
house,sector 56,7.5,8.0,8.0,3+,Relatively New,3240.0,1.0,0.0,2.0,Low,Mid Floor,0.0023148148148148147,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 70,1.65,3.0,4.0,3+,New Property,1923.0,1.0,0.0,0.0,Medium,High Floor,0.0008580343213728549,"28.3968° N, 77.0233° E",28.3968,77.0233
house,sector 48,5.5,3.0,6.0,2,Moderately Old,2592.0,1.0,0.0,1.0,Medium,Low Floor,0.0021219135802469135,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sector 69,1.38,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,0.0,High,High Floor,0.0009913793103448274,"28.3966° N, 77.0341° E",28.3966,77.0341
house,sector 69,0.8,1.0,1.0,0,New Property,763.0,0.0,0.0,0.0,Low,Low Floor,0.0010484927916120576,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,0.0,Medium,Mid Floor,0.0009018036072144289,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 52,1.85,3.0,3.0,3,Moderately Old,2127.0,1.0,0.0,0.0,Low,Mid Floor,0.0008697696285848613,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,sector 78,0.75,2.0,2.0,1,Moderately Old,1239.0,0.0,0.0,0.0,Low,Mid Floor,0.0006053268765133172,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,sector 99,1.3,3.0,3.0,0,New Property,1997.0,0.0,0.0,0.0,Low,High Floor,0.0006509764646970455,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 37d,0.55,2.0,2.0,3,New Property,610.0,0.0,0.0,0.0,Medium,Mid Floor,0.0009016393442622952,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 65,2.0,2.0,2.0,2,Relatively New,1433.0,0.0,0.0,0.0,Low,High Floor,0.0013956734124214933,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 99,1.32,3.0,5.0,3,New Property,1737.0,1.0,0.0,0.0,Medium,High Floor,0.0007599309153713299,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 112,5.49,4.0,5.0,3+,Relatively New,3655.35,1.0,0.0,1.0,High,Mid Floor,0.00150190816200911,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 89,1.0,2.0,2.0,3,New Property,1233.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008110300081103001,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 79,1.0,2.0,2.0,3,Relatively New,1700.0,0.0,0.0,0.0,Low,Mid Floor,0.000588235294117647,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,0.0,Low,Low Floor,0.0009018036072144289,"28.4253° N, 76.9439° E",28.4253,76.9439
house,sector 57,3.8,2.0,8.0,3+,Relatively New,1458.0,0.0,1.0,1.0,Medium,Mid Floor,0.002606310013717421,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sector 92,0.65,3.0,3.0,2,Relatively New,1574.0,0.0,0.0,0.0,Low,Mid Floor,0.00041296060991105463,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 37d,1.36,3.0,3.0,3,Under Construction,1535.0,0.0,0.0,0.0,Low,Low Floor,0.0008859934853420196,"28.4478° N, 76.9703° E",28.4478,76.9703
house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,0.0,Low,Mid Floor,0.002511111111111111,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 37d,1.25,3.0,3.0,3+,Under Construction,1725.0,0.0,0.0,0.0,Low,Low Floor,0.0007246376811594203,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 110,0.28,2.0,1.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor,0.00028000000000000003,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,sector 102,1.3,2.0,2.0,3,Relatively New,1009.0,0.0,1.0,0.0,Medium,Low Floor,0.001288404360753221,"28.4750° N, 76.9715° E",28.475,76.9715
house,sector 28,13.0,10.0,10.0,3+,Relatively New,8056.0,0.0,0.0,0.0,Low,Low Floor,0.0016137040714995035,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 53,4.8,3.0,4.0,3+,Relatively New,2500.0,1.0,0.0,1.0,High,Mid Floor,0.0019199999999999998,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,sector 104,1.35,4.0,5.0,3+,Relatively New,2991.0,1.0,1.0,0.0,Medium,Low Floor,0.0004513540621865597,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 53,8.25,3.0,4.0,3,Under Construction,2661.0,1.0,0.0,2.0,Low,Mid Floor,0.0031003382187147687,"28.4433° N, 77.0948° E",28.4433,77.0948
house,sector 5,0.85,1.0,1.0,0,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor,0.00085,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sector 92,0.65,3.0,3.0,3,Moderately Old,1304.0,0.0,0.0,0.0,Medium,Low Floor,0.0004984662576687117,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 69,0.75,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,0.0,Low,Mid Floor,0.0006818181818181819,"28.3966° N, 77.0341° E",28.3966,77.0341
house,sector 7,0.69,1.0,1.0,1,Old Property,758.0,0.0,0.0,0.0,Low,Low Floor,0.0009102902374670184,"28.4644° N, 77.0143° E",28.4644,77.0143
house,sector 40,5.0,9.0,9.0,3+,Moderately Old,2367.0,1.0,1.0,1.0,Medium,Mid Floor,0.0021123785382340513,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,sector 78,0.88,3.0,4.0,3,Moderately Old,1668.0,1.0,0.0,0.0,Medium,Mid Floor,0.0005275779376498802,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,sector 66,2.1,3.0,4.0,2,Relatively New,1800.0,1.0,0.0,1.0,High,High Floor,0.0011666666666666668,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 65,3.0,3.0,3.0,3,Under Construction,1828.0,0.0,0.0,0.0,Medium,High Floor,0.0016411378555798686,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 90,1.7,4.0,4.0,3+,Moderately Old,2005.0,1.0,0.0,0.0,Low,High Floor,0.0008478802992518703,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 83,1.8,3.0,3.0,3,Relatively New,1549.0,1.0,0.0,1.0,Medium,Mid Floor,0.0011620400258231117,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 61,1.85,2.0,2.0,2,New Property,1389.0,0.0,0.0,0.0,Low,Mid Floor,0.001331893448524118,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 53,6.5,4.0,5.0,3+,Relatively New,3000.0,1.0,0.0,1.0,High,Mid Floor,0.0021666666666666666,"28.4433° N, 77.0948° E",28.4433,77.0948
house,sector 26,5.8,4.0,4.0,3+,Old Property,4518.0,0.0,0.0,0.0,Low,Mid Floor,0.0012837538733953076,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sector 33,1.1,2.0,2.0,2,Under Construction,1533.0,0.0,0.0,0.0,Medium,High Floor,0.0007175472928897587,"28.4420° N, 77.0207° E",28.442,77.0207
house,sector 5,1.5,6.0,1.0,0,New Property,3000.0,0.0,0.0,0.0,Low,Low Floor,0.0005,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sector 92,0.7,3.0,2.0,2,Relatively New,1325.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005283018867924528,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 102,2.0,3.0,3.0,3+,Relatively New,1456.0,0.0,1.0,0.0,Medium,Low Floor,0.0013736263736263737,"28.4750° N, 76.9715° E",28.475,76.9715
house,sector 12,6.0,9.0,9.0,3+,Old Property,9000.0,0.0,0.0,0.0,Low,Mid Floor,0.0006666666666666666,"28.4723° N, 77.0320° E",28.4723,77.032
house,sector 14,6.5,4.0,4.0,3+,Moderately Old,3150.0,0.0,0.0,0.0,Low,Low Floor,0.0020634920634920637,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sector 92,1.18,4.0,4.0,3,Relatively New,2518.0,1.0,0.0,0.0,Medium,Mid Floor,0.00046862589356632246,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 106,1.15,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,1.0,High,High Floor,0.0006969696969696969,"28.5007° N, 77.0003° E",28.5007,77.0003
