PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities,FacilitiesStr
Tulip Monsella,"3, 4, 5 BHK Apartment in Sector 53, Gurgaon","['Mavens Inn', 'Sanar International Hospital', 'Central Plaza Mall', 'Sector 53-54 Metro Station', 'IILM University, Gurugram']","{'mavens inn': '350 M', 'sanar international hospital': '500 M', 'central plaza mall': '1 Km', 'sector 53 54 metro station': '1.3 Km', 'iilm university': '1.6 Km', 'the banyan tree world school': '2 Km', 'the big tree cafe': '2.7 Km', 'dlf golf and country club': '4.6 Km', 'doubletree by hilton hotel': '1.6 Km'}",https://www.99acres.com/tulip-monsella-sector-53-gurgaon-npxid-r390137,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,638 - 1,646 sq.ft.', 'price-range': '₹ 6 - 7.22 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,229 sq.ft.', 'price-range': '₹ 9.2 - 9.53 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,822 sq.ft.', 'price-range': '₹ 10.34 - 12.06 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Cigar Lounge', 'Golf Course', 'School', 'Card Room', 'Restaurant']",Mini Theatre Swimming Pool Bar/Chill-Out Lounge Business Lounge Cigar Lounge Golf Course School Card Room Restaurant
Krisumi Waterfall Residences,"1, 2, 3, 4 BHK Apartment, 1 RK Studio Apartment in Sector 36A, Gurgaon","['Dwarka Expy', 'Delhi Public School, Sector 84', 'Elan Miracle Mall', 'Aarvy Hospital', 'Holiday Inn Gurugram Sector 90']","{'dwarka expy': '6 KM', 'delhi public school': '3.1 KM', 'elan miracle mall': '6 KM', 'arvy hospital': '8.8 KM', 'holiday inn sector 90': '9.1 KM', 'dpg degree college': '7.6 KM', 'garhi harsaru junction': '11.7 KM', 'tau devilal sports complex': '9.7 KM', 'dlf corporate greens': '10.3 KM', 'indira gandhi international airport': '25.3 KM', 'nh 248': '3.1 KM'}",https://www.99acres.com/krisumi-waterfall-residences-sector-36a-gurgaon-npxid-r331957,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '464.14 - 6,367.71 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,448.41 - 1,479 sq.ft.', 'price-range': '₹ 1.9 - 9.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,946 - 4,429.5 sq.ft.', 'price-range': '₹ 2.45 - 27.12 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,429 - 6,353.03 sq.ft.', 'price-range': '₹ 10.53 - 38.9 Cr'}, '1 RK': {'building_type': 'Studio Apartment', 'area_type': 'Carpet Area', 'area': '460.09 - 588 sq.ft.', 'price-range': '₹ 1.41 - 3.6 Cr'}}","['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Terrace Garden', 'Pergola', 'Jacuzzi', 'Piped Gas']",Concierge Service Swimming Pool Bar/Chill-Out Lounge Salon Restaurant Terrace Garden Pergola Jacuzzi Piped Gas
M3M Capital,"2, 3, 4 BHK Apartment in Sector 113, Gurgaon","['Dwarka Expy', 'Shivani public school', 'Baghera University', 'Kutumbh Hospital', 'Bijwasan Railway Station']","{'dwarka expy': '10 m', 'shivani public school': '1.8 Km', 'baghera university': '2.7 Km', 'kutumbh hospital': '1 Km', 'bijwasan railway station': '4.5 Km', 'global foyer mall': '4.2 Km', 'phase 2 metro station': '11.5 Km', 'indira gandhi international airport': '16.5 Km'}",https://www.99acres.com/m3m-capital-sector-113-gurgaon-npxid-r385121,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 - 1,330 sq.ft.', 'price-range': '₹ 1.3 - 1.56 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 - 1,700 sq.ft.', 'price-range': '₹ 1.65 - 2.06 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,055 - 2,249 sq.ft.', 'price-range': '₹ 3.29 - 3.69 Cr'}}","['Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'ATM', 'Aerobics Centre', 'Restaurant', 'Sauna', 'Spa', 'Skating Rink']",Swimming Pool Lounge Bar/Chill-Out Lounge ATM Aerobics Centre Restaurant Sauna Spa Skating Rink
Godrej Meridien,"1, 2, 3, 4 BHK Apartment in Sector 106, Gurgaon","['Dwarka Expressway', 'Euro International School, Sector- 109', 'Gurgaon Railway Station', 'Gurgaon Dreamz Mall', 'Metro Hospital, Palam Vihar']","{'dwaraka expressway': '1.8 Km', 'euro international school sector 51': '2.1 Km', 'gurgaon old railway station': '1.6 Km', 'gurgaon dreamz mall': '3.8 Km', 'metro hospital palam vihar': '4.8 Km', 'delhi ajmer expressway': '9 Km', 'infinity business park': '8.7 Km', 'the northcap university': '7.1 Km', 'huda metro station': '10.6 km'}",https://www.99acres.com/godrej-meridien-sector-106-gurgaon-npxid-r306651,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,510 sq.ft.', 'price-range': '₹ 1.98 - 2.38 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '817.3 - 1,732 sq.ft.', 'price-range': '₹ 1.29 - 3.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,025.05 - 2,050 sq.ft.', 'price-range': '₹ 1.62 - 5.72 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,657.1 - 2,750 sq.ft.', 'price-range': '₹ 2.61 - 7.67 Cr'}}","['Valet Parking', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Flower Garden', 'Reflexology Park', 'School']",Valet Parking Mini Theatre Concierge Service Swimming Pool Bar/Chill-Out Lounge Medical Centre Flower Garden Reflexology Park School
La Vida by Tata Housing,"2, 3 BHK Apartment in Sector 113, Gurgaon","['Bajghera Road', ""Rion's Hospital"", 'Dwarka Expy', 'Bijwasan Railway Station', 'Euro International School, Sector- 109.']","{'bajghera road': '550 Meter', ""rion's hospital"": '3.1 KM', 'dwarka expy': '3.8 KM', 'bijwasan railway station': '4.5 KM', 'euro international school sector 51': '6.1 KM', 'the northcap university': '6.7 KM', 'dwarka sector 21': '7.4 KM', 'pacific d21 mall': '7.5 KM', 'indira gandhi international airport': '15.6 KM'}",https://www.99acres.com/la-vida-by-tata-housing-sector-113-gurgaon-npxid-r265503,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,276 - 1,573 sq.ft.', 'price-range': '₹ 1.88 - 3.43 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,579 sq.ft.', 'price-range': '₹ 1.73 - 3.44 Cr'}}","['Mini Theatre', 'Natural Pond', 'Swimming Pool', 'Card Room', 'Sauna', 'Spa', 'Squash Court', 'Cricket Pitch', 'Sun Deck']",Mini Theatre Natural Pond Swimming Pool Card Room Sauna Spa Squash Court Cricket Pitch Sun Deck
Birla Navya,"Land, 2, 3, 4 BHK Independent Floor in Sector 63A, Gurgaon","['Capital Cyberscape', 'Golf Course Ext Road', 'Heritage Xperiential Learning, CRPF Rd', 'W Pratiksha Hospital', 'DoubleTree by Hilton Hotel']","{'capital cyberscape': '900 Meter', 'golf course extension rd': '2.2 KM', 'heritage xperiential learning crpf rd': '2.3 KM', 'w pratiksha hospital': '3 KM', 'doubletree by hilton hotel': '3 KM', 'worldmark': '3.6 KM', 'sector 54 chowk metro station': '4.1 KM', 'sushant university': '4.6 KM', 'badshahpur sohna rd hwy': '10.3 KM', 'gurgaon delhi expy': '14.1 KM', 'gurgaon old railway station': '17.2 KM', 'indira gandhi international airport': '20.4 KM'}",https://www.99acres.com/birla-navya-sector-63a-gurgaon-npxid-r351013,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '763.81 - 893.94 sq.ft.', 'price-range': '₹ 1.7 - 4.48 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,054 - 3,211 sq.ft.', 'price-range': '₹ 2.45 - 21.96 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,164.76 - 3,558 sq.ft.', 'price-range': '₹ 2.7 - 17.76 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '538.2 - 4,335.49 sq.ft.', 'price-range': '₹ 2.69 - 21.68 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Lounge', 'Business Lounge', 'Flower Garden', 'Reflexology Park', 'Conference room', 'Salon']",Mini Theatre Swimming Pool Football Lounge Business Lounge Flower Garden Reflexology Park Conference room Salon
Signature Global City,"2, 3 BHK Independent Floor in Sector 37D, Gurgaon","['Dwarka Expressway', 'Pataudi Road', 'Genesis Hospital Sector 84', 'DPGITM Engineering College Sector 34', 'Sapphire 83 Mall Sector 83']","{'dwaraka expressway': '3.6 Km', 'pataudi road': '6 Km', 'genesis hospital': '7.1 Km', 'dpgitm engineering college': '8.4 Km', 'sapphire 83 mall': '8.6 Km', 'holiday inn hotel sector 90': '8.7 Km', 'skyjumper trampoline park': '10.2 Km', 'national tennis academy sector 98': '11.7 Km', 'nh 8 delhi jaipur highway': '14.9 Km', 'indira gandhi international airport': '26.6 Km'}",https://www.99acres.com/signature-global-city-sector-37d-gurgaon-npxid-r378934,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '990 sq.ft.', 'price-range': '₹ 82 L - 1.77 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,250 - 1,440 sq.ft.', 'price-range': '₹ 1 - 2.58 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Jacuzzi', 'Skating Rink', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Toddler Pool', 'Basketball Court']",Swimming Pool Reflexology Park Jacuzzi Skating Rink Cricket Pitch Multipurpose Court Amphitheatre Toddler Pool Basketball Court
Godrej 101,"2, 3 BHK Apartment in Sector 79, Gurgaon","['Naurangpur Road', 'NH 48', 'Miracles Apollo Cradle', 'Vatika Town Square-INXT', 'Nouveau Medics Multispeciality OPD']","{'naurangpur road': '2.6 KM', 'nh 248': '3.1 KM', 'miracles apollo cradle': '4.3 KM', 'vatika town square inxt': '4.4 KM', 'nouveau medics multispeciality opd': '4.5 KM', 'nakhrola stadium': '4.6 KM', 'heritage village resort & spa': '6.3 KM', 'euro international school': '7.4 KM', 'gurugram university': '16.5 KM', 'indira gandhi international airport': '30.1 KM'}",https://www.99acres.com/godrej-101-sector-79-gurgaon-npxid-r213249,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,383 - 1,572 sq.ft.', 'price-range': '₹ 1.25 - 1.43 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,505 - 2,366 sq.ft.', 'price-range': '₹ 1.36 - 2.14 Cr'}}","['Air Hockey', 'Acupressure Park', 'Foosball', 'Swimming Pool', 'Football', 'Reading Lounge', 'Golf Course', 'Volley Ball Court', 'ATM']",Air Hockey Acupressure Park Foosball Swimming Pool Football Reading Lounge Golf Course Volley Ball Court ATM
M3M Soulitude,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","['Sector 86 Road', 'Genesis Hospital', 'Dwarka Expy', 'Euro International School', 'Vatika Town Square-INXT']","{'sector 86 road': '950 Meter', 'genesis hospital': '1.5 KM', 'dwarka expy': '2.5 KM', 'euro international school': '2.6 KM', 'vatika town square inxt': '4.1 KM', 'garhi harsaru junction': '4.6 KM', 'delh ajmer expy': '5.8 KM', 'gurugram university': '15.7 KM', 'indira gandhi international airport': '28 KM'}",https://www.99acres.com/m3m-soulitude-sector-89-gurgaon-npxid-r378131,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,105 sq.ft.', 'price-range': '₹ 88 - 93.93 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.03 - 1.13 Cr'}}","['Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Solar Lighting', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Theatre']",Swimming Pool Lounge Bar/Chill-Out Lounge Solar Lighting Aerobics Centre Restaurant Terrace Garden Piped Gas Theatre
BPTP Terra,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","['Euro International School', 'Dwarka Expressway', 'DPG Institute of Technology', 'SkyJumper Trampoline Park', 'Medanta -The Medicity']","{'euro international school': '0.53 Km', 'dwaraka expressway': '1.4 Km', 'dpgitm engineering college': '6.7 Km', 'skyjumper trampoline park': '9.5 Km', 'medanta the medicity': '10 Km', 'holiday inn sector 90': '10.3 Km', 'dlf corporate greens': '9.6 Km', 'golf course extension rd': '13.2 Km', 'airia mall': '15.8 Km', 'indira gandhi international airport': '24.3 Km', 'amma hospital': '1 Km'}",https://www.99acres.com/bptp-terra-sector-37d-gurgaon-npxid-r5360,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,410 sq.ft.', 'price-range': '₹ 1.19 - 2.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,691 - 1,877 sq.ft.', 'price-range': '₹ 1.18 - 2.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,998 - 2,443 sq.ft.', 'price-range': '₹ 1.42 - 3.64 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Waiting Lounge', 'Fountain', 'Sun Deck', 'Toddler Pool', 'Community Hall', 'Yoga/Meditation Area', 'Rain Water Harvesting']",Swimming Pool Bar/Chill-Out Lounge Waiting Lounge Fountain Sun Deck Toddler Pool Community Hall Yoga/Meditation Area Rain Water Harvesting
M3M Skycity,"2, 3 BHK Apartment in Sector 65, Gurgaon","['DPS International Edge', 'Eros City Square', 'Splendor Trade Tower', 'Narayana Junior College', 'CK Birla Hospital']","{'dps international edge': '1.4 Km', 'eros city square': '1.8 Km', 'splendor trade tower': '2.5 Km', 'narayana junior college': '3.1 Km', 'ck birla hospital': '4 Km', 'doubletree by hilton hotel': '6 Km', 'sector 55 56 rapid metro station': '6.1 Km', 'skyjumper trampoline park': '9 Km', 'indira gandhi international airport': '22.9 Km'}",https://www.99acres.com/m3m-skycity-sector-65-gurgaon-npxid-r326899,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,280 sq.ft.', 'price-range': '₹ 1.6 - 2.05 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 - 2,000 sq.ft.', 'price-range': '₹ 2.25 - 3.2 Cr'}}","['Bus Shelter', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'School', 'Aerobics Centre', 'Terrace Garden', 'High Speed Elevators']",Bus Shelter Swimming Pool Lounge Bar/Chill-Out Lounge Reflexology Park School Aerobics Centre Terrace Garden High Speed Elevators
MRG The Crown,"3 BHK Independent Floor in Sector 106, Gurgaon","['Dharampur Main Road', 'Euro International School, Sector- 109', 'Dwarka Expy', ""Rion's Hospital"", 'Nehru Stadium']","{'dharampur main road': '550 Meter', 'euro international school sector 51': '2.3 KM', 'dwarka expy': '3.5 KM', ""rion's hospital"": '4.9 KM', 'nehru stadium': '8.1 KM', 'the northcap university': '9.1 KM', 'hamoni golf camp': '10.3 KM', 'dwarka sector 21 metro station': '11.3 KM', ""oyster's water park"": '12.5 KM', 'vivanta dwarka new delhi': '12.7 KM', 'gurgaon old railway station': '4 KM', 'dlf corporate park': '15.7 KM', 'indira gandhi international airport': '19.5 KM'}",https://www.99acres.com/mrg-the-crown-sector-106-gurgaon-npxid-r405486,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,359 - 1,593 sq.ft.', 'price-range': '₹ 1.63 - 2.12 Cr'}}","['Swimming Pool', 'Visitors Parking', 'Skating Rink', 'Cricket Pitch', 'Basketball Court', 'Sewage Treatment Plant', 'Jogging Track', 'Club House', 'Gated Community']",Swimming Pool Visitors Parking Skating Rink Cricket Pitch Basketball Court Sewage Treatment Plant Jogging Track Club House Gated Community
Godrej Nature Plus Serenity,"2, 3 BHK Apartment in Sector-33 Sohna, Gurgaon","['GD Goenka World School', 'KR Mangalam University', 'Smart View Hotel and Resort', 'Central Park Flower Valley', 'Sohna Road']","{'g d goenka world school': '1.8km', 'kr mangalam university': '1Km', 'smart view hotel and resort': '3.4Km', 'central park flower valley': '1Km', 'sohna road': '200m', 'shopping complex': '5Km'}",https://www.99acres.com/godrej-nature-plus-serenity-sector-33-sohna-gurgaon-npxid-r379974,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '929.89 - 986.84 sq.ft.', 'price-range': '₹ 1.1 - 1.17 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,169.18 - 1,411.04 sq.ft.', 'price-range': '₹ 1.25 - 1.51 Cr'}}","['Reflexology Park', 'RO System', 'Restaurant', 'Theatre', 'Amphitheatre', 'Badminton Court', 'Entrance Lobby', 'Multipurpose Hall', 'Yoga/Meditation Area']",Reflexology Park RO System Restaurant Theatre Amphitheatre Badminton Court Entrance Lobby Multipurpose Hall Yoga/Meditation Area
SS The Leaf,"2, 3, 4, 5 BHK Apartment in Sector 85, Gurgaon","['Delhi Public School Sector 84', 'Genesis Hospital Sector 84', 'Sapphire 83 Mall', 'Holiday Inn Hotel Sector 90', 'Dwarka Expressway']","{'delhi public school': '0.65 Km', 'genesis hospital': '0.7 Km', 'sapphire 93 mall': '2.6 Km', 'holiday inn hotel sector 90': '3 Km', 'dwaraka expressway': '3.8 Km', 'central peripheral road': '3.9 Km', 'nakhrola stadium sector 81a': '5.3 Km', 'nh 08': '8.1 Km', 'imt manesar': '8.1 Km', 'pataudi road': '9.2 Km', 'dpgitm engineering college': '11.6 Km', 'skyjumper trampoline park': '13.4 Km', 'indira gandhi international airport': '29.9 Km'}",https://www.99acres.com/ss-the-leaf-sector-85-gurgaon-npxid-r5098,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,640 - 1,772 sq.ft.', 'price-range': '₹ 1.22 - 1.33 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,408 sq.ft.', 'price-range': '₹ 1.91 - 1.93 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,812 - 3,950 sq.ft.', 'price-range': '₹ 2.24 - 3.17 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,950 sq.ft.', 'price-range': '₹ 4.46 Cr'}}","['Valet Parking', 'Swimming Pool', 'Football', 'Business Lounge', 'Medical Centre', 'Flower Garden', 'School', 'Squash Court', 'Wi-Fi Connectivity']",Valet Parking Swimming Pool Football Business Lounge Medical Centre Flower Garden School Squash Court Wi-Fi Connectivity
Eldeco Acclaim,"2, 3 BHK Apartment in Sohna, Gurgaon","['G D Goenka University', 'Fly India Adventure Resort', 'GD Goenka World School', 'Vardaan Hospital', 'IMT Office Sohna']","{'gd goenka university': '1 Km', 'fly india adventure resort': '1.2 Km', 'g d goenka world school': '1.7 Km', 'vardaan hospital': '1.7 Km', 'imt office sohna': '8 Km', 'sohna road': '10 Km', 'airia mall': '18.4 Km'}",https://www.99acres.com/eldeco-acclaim-sohna-gurgaon-npxid-r369999,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '730 - 849 sq.ft.', 'price-range': '₹ 91 L - 1.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,062 - 1,276 sq.ft.', 'price-range': '₹ 1.32 - 1.59 Cr'}}","['Swimming Pool', 'Restaurant', 'Piped Gas', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck', 'Lawn Tennis Court']",Swimming Pool Restaurant Piped Gas Squash Court Gazebo Property Staff Billiards Sun Deck Lawn Tennis Court
Emaar Gurgaon Greens,"3, 4 BHK Apartment in Sector 102, Gurgaon","['JMS Marine Square Mall', 'Vibrant Hospital', 'Prime Scholars Int. School', 'Ramgarh Farms & Resort', 'Dwarka Expressway']","{'jms marine square mall': '1.5 Km', 'vibrant hospital': '1.6 Km', 'prime scholars international school': '2.5 Km', 'ramgarh farms & resort': '5.8 Km', 'dwaraka expressway': '6.1 Km', 'dpgitm engineering college': '8.7 Km', 'basai road': '6.1 Km', 'skyjumper trampoline park': '10.5 Km', 'imt manesar': '16 Km', 'indira gandhi international airport': '25.7 Km'}",https://www.99acres.com/emaar-gurgaon-greens-sector-102-gurgaon-npxid-r2066,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 1.29 - 1.35 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 sq.ft.', 'price-range': '₹ 2.6 - 2.62 Cr'}}","['Swimming Pool', 'Flower Garden', 'Golf Course', 'Solar Lighting', 'Pergola', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court']",Swimming Pool Flower Garden Golf Course Solar Lighting Pergola Property Staff Cafeteria Fountain Lawn Tennis Court
