sector,area,price,feature
sector 17a,167,0.7,Standard
sector 88a,167,2.0,Premium
sector 47,167,4.6,Basic
sector 88a,167,2.28,Premium
sector 88a,167,2.2,Premium
sector 82,167,2.2,Standard
sector 102,167,2.6,Premium
sector 9a,167,2.65,Standard
sector 7,167,2.2,Standard
sector 88a,167,2.4,Standard
sector 88a,167,2.6,Standard
sector 47,167,4.5,Premium
sector 26,167,5.5,Premium
sector 89,167,2.4,Premium
sector 67a,167,0.34,Premium
sector 26,167,6.0,Premium
sector 45,167,3.8,Basic
sector 91,167,2.5,Premium
sector 110a,167,1.4,Basic
sector 66,167,0.21,Premium
sector 65,167,3.71,Premium
sector 26,167,5.0,Standard
sector 25,167,6.25,Standard
sector 26,167,5.85,Premium
sector 102,167,3.5,Premium
sohna road,168,0.76,Basic
sector 45,168,3.7,Premium
sector 46,170,4.05,Premium
sector 52,171,3.4,Basic
sector 46,171,4.19,Basic
sector 57,171,3.98,Basic
sector 42,171,4.99,Basic
sector 46,171,3.77,Basic
sector 28,171,5.1,Premium
sector 46,171,4.0,Premium
sector 2 sohna,171,1.39,Standard
sector 51,171,5.0,Standard
sector 45,171,3.67,Premium
sector 46,171,4.69,Standard
sector 51,171,3.88,Premium
sector 45,171,3.7,Premium
sector 52,171,3.47,Standard
sector 52,171,3.37,Standard
sector 57,171,3.47,Standard
sector 57,171,4.08,Standard
sector 43,171,4.15,Premium
sector 45,171,3.88,Premium
sector 45,171,3.9,Premium
sector 45,171,3.8,Basic
sector 46,171,4.2,Standard
sector 57,171,3.71,Premium
sector 38,171,3.25,Standard
sector 38,171,4.5,Standard
sector 46,171,4.0,Premium
sector 10,171,2.5,Premium
sector 89,171,2.04,Standard
sector 27,171,5.24,Premium
sector 9a,171,2.73,Premium
sector 9,171,2.7,Premium
sector 28,171,5.0,Premium
sector 9,171,2.86,Basic
sector 4,172,1.8,Premium
sector 52,174,3.64,Basic
sector 52,174,3.4,Premium
sector 52,174,3.53,Basic
sector 47,176,4.49,Basic
sector 12a,177,2.0,Basic
sector 67,178,0.56,Basic
sector 67,178,0.55,Basic
sector 11,180,3.25,Premium
sector 82,180,7.25,Basic
sector 108,180,2.15,Basic
sector 108,180,2.2,Premium
sector 43,180,4.5,Premium
sector 24,180,5.35,Standard
sector 108,180,2.6,Standard
sector 43,180,5.57,Premium
sector 47,180,4.15,Standard
sector 108,180,2.58,Standard
sector 108,180,2.55,Standard
sector 43,180,6.0,Basic
sector 43,180,5.1,Premium
sector 25,180,6.5,Premium
sector 38,180,3.5,Premium
sector 55,180,3.85,Standard
sector 25,180,6.0,Premium
sector 25,180,7.1,Premium
sector 108,180,2.95,Premium
sector 108,180,2.25,Premium
sector 43,180,5.5,Standard
sector 43,180,5.1,Premium
sector 43,180,5.5,Standard
sector 43,180,5.01,Standard
sector 43,180,5.07,Standard
sector 43,180,5.05,Standard
sector 43,180,5.53,Standard
sector 43,180,5.5,Premium
sector 43,180,5.4,Standard
sector 43,180,5.0,Standard
sector 43,180,6.5,Premium
sector 43,180,4.5,Premium
sector 108,180,2.47,Standard
sector 43,180,4.85,Standard
sector 9,180,2.75,Premium
sector 43,180,5.01,Standard
sector 108,180,2.06,Premium
sector 11,183,0.58,Basic
sector 52,184,3.8,Standard
sector 70a,184,3.3,Standard
sector 52,184,4.5,Premium
sector 7,184,2.6,Basic
sector 102,184,2.86,Premium
sector 88a,184,2.42,Premium
sector 2,186,3.0,Standard
sector 102,188,3.15,Basic
sector 102,188,3.15,Premium
sector 102,188,2.99,Standard
sector 102,188,3.05,Standard
sector 102,188,3.0,Premium
sector 102,188,3.38,Premium
sector 102,188,3.26,Premium
sector 102,188,3.48,Premium
sector 102,188,3.04,Premium
sector 102,188,3.25,Premium
sector 102,188,3.04,Premium
sector 102,188,3.71,Standard
sector 70a,190,2.91,Premium
sector 10,190,3.0,Basic
sector 63a,192,11.0,Basic
sector 43,192,6.4,Premium
sector 108,194,2.0,Premium
farukhnagar,196,0.38,Standard
sector 102,196,3.7,Premium
sector 99,197,3.78,Premium
sector 2,200,1.0,Basic
sector 50,201,5.35,Basic
sector 47,201,5.25,Standard
sector 49,201,5.05,Basic
sector 43,201,6.25,Basic
sector 89,201,2.15,Basic
sector 83,201,2.64,Basic
sector 41,201,5.7,Basic
sector 48,201,3.72,Premium
sector 60,201,4.44,Standard
sector 88,201,2.5,Premium
sector 55,201,10.8,Premium
sector 50,201,6.6,Standard
sector 89,201,2.4,Premium
sector 83,201,2.64,Premium
sector 83,201,3.24,Premium
sector 83,201,3.0,Premium
sector 48,201,3.5,Premium
sector 57,201,4.68,Basic
sector 48,201,3.5,Standard
sector 48,201,3.1,Premium
sector 47,201,5.64,Premium
sector 49,201,5.0,Premium
sector 88b,201,2.64,Premium
sector 88b,201,2.57,Premium
sector 88a,201,2.52,Premium
sector 41,201,6.25,Standard
sector 50,201,4.8,Premium
sector 102,201,2.88,Premium
sector 41,201,5.5,Premium
sector 57,201,4.65,Standard
sector 57,201,4.7,Standard
sector 57,201,4.6,Standard
sector 49,201,4.8,Premium
sector 83,201,3.13,Standard
sector 48,201,3.96,Basic
sector 73,201,5.04,Premium
sector 41,201,4.8,Premium
sector 41,201,5.55,Standard
sector 41,201,5.8,Standard
sector 41,201,5.51,Standard
sector 41,201,6.03,Standard
sector 41,201,5.85,Standard
sector 60,201,4.5,Premium
sector 60,201,4.08,Premium
sector 49,201,5.04,Premium
sector 91,201,2.95,Premium
sector 83,201,3.17,Premium
sector 83,201,3.24,Premium
sector 83,201,2.04,Premium
sector 83,201,2.52,Standard
sector 45,201,6.09,Premium
sector 55,201,9.96,Premium
sector 83,201,2.62,Premium
sector 83,201,2.47,Standard
sector 51,201,4.8,Premium
sector 83,201,3.0,Basic
sohna road,202,1.15,Premium
sector 33 sohna,202,3.59,Standard
sector 102,202,3.49,Premium
sector 33 sohna,203,4.01,Basic
sector 33 sohna,203,2.77,Standard
sector 43,204,6.25,Premium
sector 82,205,3.31,Basic
sector 9,207,1.4,Basic
sector 2,207,2.72,Basic
sector 102,207,4.46,Premium
sector 102,207,4.34,Premium
sector 102,207,3.96,Premium
sector 102,208,3.62,Standard
sector 33 sohna,209,3.75,Premium
sector 90,209,2.9,Premium
farukhnagar,209,0.4,Basic
sector 102,209,4.5,Standard
sector 2,209,1.7,Basic
sector 25,209,7.1,Basic
sector 33 sohna,209,3.79,Basic
sector 99,209,3.4,Basic
sector 49,209,5.0,Standard
sector 2,209,1.25,Basic
sector 102,209,3.89,Premium
sector 33 sohna,209,3.64,Premium
sector 102,209,3.88,Basic
sector 102,209,3.75,Premium
sector 25,209,6.65,Premium
sector 88a,209,2.5,Premium
sector 43,209,6.75,Basic
sector 33 sohna,209,3.6,Standard
sector 33 sohna,209,3.63,Premium
sector 33 sohna,209,3.75,Basic
sector 25,209,6.95,Basic
sector 33 sohna,209,3.69,Standard
sector 102,209,3.9,Premium
sector 73,209,5.38,Premium
sector 7,209,3.2,Premium
sector 88a,209,3.0,Premium
sector 33 sohna,209,3.7,Premium
sector 33 sohna,209,3.42,Premium
sector 33 sohna,209,3.5,Premium
sector 33 sohna,209,3.76,Premium
sector 33 sohna,209,3.52,Premium
sector 73,209,5.65,Basic
sector 102,209,3.5,Premium
sector 92,209,1.75,Premium
sector 33 sohna,209,3.75,Basic
sector 73,209,4.5,Premium
sector 70a,209,4.38,Premium
sector 102,209,3.75,Premium
sector 102,209,4.13,Premium
sector 102,209,4.0,Premium
sector 88a,209,2.5,Premium
sector 33 sohna,209,3.7,Premium
sector 102,209,4.0,Premium
sector 93,209,3.13,Standard
sector 73,209,5.5,Premium
sector 33 sohna,209,3.75,Premium
sector 91,209,3.1,Premium
sector 92,209,2.75,Premium
sector 14,209,4.63,Premium
sector 67,209,0.8,Basic
sector 88b,209,3.13,Standard
sector 88a,209,2.88,Premium
sector 102,209,3.45,Standard
sector 108,209,2.87,Standard
sector 91,209,3.13,Premium
sector 33 sohna,209,3.5,Standard
sector 37d,209,3.0,Premium
sector 7,209,3.25,Premium
sector 4,209,3.15,Premium
sector 4,209,3.25,Premium
sector 70a,209,2.45,Premium
sector 33 sohna,209,3.83,Premium
sector 67,209,4.0,Premium
sector 25,209,7.0,Premium
sector 102,209,4.37,Premium
sector 102,209,3.85,Premium
sector 102,209,4.11,Premium
sector 102,209,3.5,Premium
sector 4,209,3.05,Standard
sector 73,209,5.25,Premium
sector 33 sohna,209,3.85,Premium
sector 108,210,2.15,Basic
sector 25,210,6.5,Premium
sector 108,210,2.68,Standard
sector 108,210,2.96,Premium
sector 33 sohna,212,3.75,Standard
sector 99,212,3.91,Premium
sector 99,213,3.31,Premium
sector 33 sohna,213,4.2,Basic
sector 38,216,5.25,Basic
sector 99,216,4.38,Standard
sector 57,216,4.64,Standard
sector 99,216,3.48,Premium
sector 2,216,0.12,Basic
sector 2,217,1.5,Basic
sector 99,217,4.16,Standard
sector 88a,217,2.99,Premium
sector 50,217,4.47,Basic
sector 9a,218,3.45,Premium
sector 9,218,3.45,Premium
sector 9a,218,3.35,Premium
sector 88a,219,3.01,Premium
sector 99,219,3.93,Premium
sector 65,219,6.52,Premium
sector 65,219,6.5,Premium
sector 57,220,5.0,Basic
sector 38,220,4.5,Basic
sector 10,220,3.25,Basic
sector 57,220,4.6,Basic
sector 45,220,5.26,Basic
sector 51,220,3.25,Standard
sector 52,220,3.8,Premium
sector 57,220,4.87,Premium
sector 39,220,3.94,Premium
sector 38,220,4.1,Standard
sector 43,220,5.66,Premium
sector 57,220,4.61,Premium
sector 57,220,4.57,Premium
sector 45,220,4.69,Standard
sector 52,220,3.75,Premium
sector 51,220,4.75,Standard
sector 9,220,3.9,Premium
sector 46,220,4.48,Premium
sector 5,220,3.5,Standard
sector 50,220,4.2,Premium
sector 38,220,4.97,Premium
sector 51,220,5.0,Premium
sector 57,220,5.5,Premium
sector 57,220,4.47,Premium
sector 46,220,4.7,Basic
sector 38,220,4.16,Premium
sector 38,220,4.6,Premium
sector 46,220,5.92,Premium
sector 57,220,5.52,Standard
sector 57,220,5.65,Standard
sector 57,220,4.64,Standard
sector 46,220,5.92,Standard
sector 46,220,6.05,Standard
sector 43,220,5.26,Premium
sector 46,220,4.7,Premium
sector 108,220,3.29,Premium
sector 45,220,4.8,Basic
sector 38,220,4.59,Premium
sector 57,220,3.68,Standard
sector 45,220,4.45,Standard
sector 57,220,4.4,Standard
sector 60,220,4.75,Premium
sector 38,220,4.99,Premium
sector 46,220,5.78,Premium
sector 52,220,4.25,Basic
sector 43,220,5.6,Premium
sector 45,220,4.75,Premium
sector 51,220,4.75,Premium
sector 46,220,5.2,Premium
sector 38,220,4.73,Premium
sector 9,220,3.15,Standard
sector 45,220,4.21,Basic
sector 47,220,4.99,Premium
sector 57,220,4.75,Standard
sector 9,220,3.4,Premium
sector 52,220,4.25,Standard
sector 52,220,3.5,Standard
sector 52,220,4.5,Standard
sector 50,221,4.3,Premium
sector 50,221,4.6,Premium
sector 50,222,7.0,Basic
sector 51,222,4.1,Premium
sector 40,222,5.85,Premium
sector 50,222,4.24,Premium
sohna road,222,1.4,Premium
sector 57,222,6.0,Basic
sector 66,223,7.6,Standard
sector 60,223,5.1,Standard
sector 65,223,6.0,Standard
sector 63,223,5.1,Premium
sector 66,223,7.48,Premium
sector 66,223,8.01,Premium
sector 63,223,5.34,Standard
sector 50,223,4.4,Premium
sector 66,223,6.6,Premium
sector 65,223,6.41,Premium
sector 66,223,7.99,Standard
sector 65,223,5.74,Premium
sector 63,223,5.21,Standard
sector 65,223,6.15,Premium
sector 66,223,7.2,Standard
sector 33 sohna,223,3.75,Premium
sector 99,224,3.46,Premium
sector 63,224,5.09,Premium
sector 92,225,3.4,Basic
sector 108,225,3.3,Standard
sector 28,225,7.5,Standard
sector 91,225,3.0,Premium
sector 92,225,3.01,Premium
sector 108,225,3.28,Standard
sector 88a,226,2.92,Premium
sector 67a,226,3.65,Basic
sector 28,226,8.0,Basic
sector 43,226,7.2,Premium
sector 28,226,8.2,Premium
sector 88b,226,2.75,Premium
sector 2,226,4.55,Standard
sector 50,226,4.72,Premium
sector 26,226,7.0,Standard
sector 88a,226,2.79,Premium
sector 28,226,7.5,Premium
sector 50,226,4.35,Premium
sector 50,226,4.5,Premium
sector 28,226,6.9,Standard
sector 26,226,6.75,Standard
sector 88a,226,2.7,Premium
sector 28,226,8.0,Premium
sector 88b,226,2.83,Premium
sector 88a,226,2.73,Premium
sector 88a,226,3.1,Standard
sector 108,226,3.1,Premium
sector 26,226,6.45,Premium
sector 2,226,4.8,Standard
sector 26,226,8.25,Standard
sector 91,226,3.24,Premium
sector 67a,226,3.65,Premium
sector 91,226,3.3,Premium
sector 50,226,4.4,Standard
sector 91,226,3.24,Premium
sector 91,226,2.75,Premium
sector 28,226,7.25,Premium
sector 67a,226,3.64,Premium
sector 67a,226,3.75,Premium
sector 67a,226,3.51,Premium
sector 4,226,1.35,Standard
sector 9,227,3.12,Basic
sector 33 sohna,227,3.94,Premium
sector 89,227,2.58,Premium
farukhnagar,227,1.1,Premium
sector 67,227,4.08,Premium
sector 108,227,2.99,Premium
sector 49,230,6.18,Basic
sector 47,230,6.18,Basic
sector 56,230,4.49,Premium
sector 54,230,8.25,Standard
sector 41,230,5.76,Premium
sector 41,230,6.25,Standard
sector 45,231,4.97,Standard
sector 28,232,9.2,Basic
sector 15,234,5.25,Basic
sector 33 sohna,234,3.26,Basic
sector 57,234,5.05,Basic
sector 91,234,3.5,Standard
sector 55,234,4.5,Standard
sector 49,234,5.6,Premium
sector 99,234,4.5,Premium
sector 41,236,5.66,Standard
sector 57,237,4.4,Standard
sector 45,237,4.3,Standard
sector 70a,242,8.0,Basic
sector 70a,242,4.2,Premium
sector 70a,242,4.5,Premium
sector 33 sohna,244,4.47,Basic
sector 33 sohna,244,4.09,Premium
sector 99,247,4.28,Premium
sector 99,247,4.0,Premium
sector 99,247,4.01,Premium
sector 43,250,9.0,Basic
sector 2 sohna,250,2.09,Basic
sector 2 sohna,250,2.09,Standard
sector 2 sohna,250,2.1,Standard
sector 33 sohna,250,4.58,Premium
sector 33 sohna,250,4.0,Premium
sector 67,250,3.89,Premium
sector 57,250,5.54,Premium
sector 67a,250,4.04,Premium
sector 57,250,5.6,Standard
sector 91,250,3.6,Premium
sector 2 sohna,250,2.24,Premium
sector 2 sohna,250,2.25,Premium
sector 55,251,5.9,Basic
sector 12,251,2.75,Basic
sector 43,251,8.0,Basic
sector 105,251,1.2,Basic
sector 43,251,1.8,Basic
sector 33 sohna,251,4.5,Basic
sector 82a,251,4.95,Basic
sector 43,251,8.11,Basic
sector 26,251,8.0,Basic
sector 26,251,9.5,Basic
sector 25,251,8.51,Basic
sector 26,251,8.75,Basic
sector 43,251,8.15,Basic
sector 43,251,6.7,Basic
sector 43,251,8.25,Basic
sector 25,251,7.5,Basic
sector 25,251,8.5,Basic
sector 25,251,8.25,Basic
sector 43,251,7.05,Standard
sector 43,251,6.8,Standard
sector 57,251,5.55,Premium
sector 57,251,5.7,Standard
sector 26,251,8.2,Premium
sector 83,251,3.75,Premium
sector 57,251,5.0,Premium
sector 88b,251,3.3,Premium
sector 99,251,4.35,Premium
sector 43,251,6.87,Premium
sector 82a,251,2.55,Premium
sector 43,251,7.15,Standard
sector 43,251,7.1,Standard
sector 25,251,8.4,Premium
sector 43,251,7.9,Premium
sector 83,251,3.3,Premium
sector 60,251,5.5,Premium
sector 43,251,7.35,Standard
sector 57,251,4.9,Premium
sector 43,251,6.2,Standard
sector 55,251,5.7,Premium
sector 43,251,6.5,Basic
sector 43,251,8.0,Premium
sector 4,251,3.65,Standard
sector 37d,251,1.98,Premium
sector 11,251,0.24,Premium
sector 51,251,3.0,Premium
sector 88b,251,2.91,Premium
sector 88b,251,2.85,Premium
sector 57,251,6.45,Standard
sector 57,251,5.85,Standard
sector 43,251,7.5,Premium
sector 26,251,8.25,Premium
sector 25,251,8.3,Premium
sector 25,251,8.5,Premium
farukhnagar,251,0.49,Standard
sector 43,251,6.0,Premium
sector 33 sohna,251,4.2,Basic
sector 73,251,6.05,Premium
sector 25,251,9.75,Basic
sector 43,251,7.5,Standard
sector 43,251,8.55,Standard
sector 43,251,8.54,Standard
sector 43,251,7.54,Standard
sector 55,251,5.25,Standard
sector 88b,251,2.7,Premium
sector 91,251,3.9,Standard
sector 55,251,5.9,Premium
sector 83,251,3.72,Premium
sohna road,251,0.45,Premium
sector 83,251,3.45,Premium
sector 43,251,6.75,Premium
sector 33 sohna,251,4.2,Premium
sector 60,251,6.1,Premium
sector 102,251,4.4,Premium
sector 67,251,4.2,Premium
sector 55,251,6.11,Basic
sector 33 sohna,252,4.47,Premium
sector 88a,252,3.31,Premium
sector 99,252,4.35,Premium
sector 33 sohna,252,4.5,Premium
sector 57,253,5.5,Basic
sector 57,253,6.0,Basic
sector 102,253,3.39,Premium
sector 102,253,4.5,Premium
sector 102,253,4.39,Premium
sector 102,253,4.24,Premium
sector 99,253,4.81,Premium
sector 102,253,4.99,Premium
sector 102,253,6.06,Premium
sector 102,253,5.3,Premium
sector 51,253,6.96,Standard
sector 102,253,4.25,Premium
sohna road,254,1.25,Basic
sector 67,255,0.92,Basic
sector 2,257,1.5,Basic
sector 102,258,2.63,Premium
sector 70a,258,4.4,Premium
sector 25,260,8.8,Premium
sector 15,261,7.7,Standard
sector 99,261,4.12,Premium
sector 88b,261,2.8,Premium
sector 10a,263,3.92,Basic
sector 10a,263,3.75,Basic
sector 25,264,8.0,Basic
sector 28,264,9.48,Basic
sector 24,264,7.0,Basic
sector 24,264,5.25,Premium
sector 26,264,8.66,Premium
sector 25,264,8.85,Premium
sector 26,264,9.1,Premium
sector 108,264,3.48,Premium
sector 24,264,5.68,Standard
sector 25,264,9.5,Standard
sector 25,264,9.5,Standard
sector 24,264,6.0,Standard
sector 24,264,6.64,Standard
sector 25,264,8.5,Premium
sector 24,264,7.1,Standard
sector 55,265,5.1,Basic
sector 89,266,3.2,Premium
sector 22,268,2.45,Standard
sector 25,268,9.92,Basic
sector 88b,268,3.68,Premium
sector 88b,268,3.52,Premium
sector 102,272,4.55,Premium
sector 11,273,2.2,Basic
sector 67a,276,4.45,Premium
sector 99,276,4.45,Standard
sector 67a,276,3.63,Standard
sector 67a,276,4.46,Premium
sector 67,276,5.28,Premium
sector 23,276,5.1,Standard
sector 99,277,4.89,Premium
sector 67,278,1.33,Basic
sector 65,283,8.5,Standard
sector 63,284,5.27,Premium
sector 63,286,8.75,Premium
sector 52,286,4.79,Basic
sector 57,286,5.5,Basic
sector 52,286,4.8,Basic
sector 52,286,5.13,Basic
sector 9a,286,3.75,Basic
sector 30,286,6.8,Basic
sector 57,286,5.49,Basic
sector 45,286,6.5,Basic
sector 57,286,5.3,Basic
sector 46,286,5.13,Basic
sector 42,286,6.16,Premium
sector 46,286,9.23,Standard
sector 57,286,6.5,Basic
sector 9a,286,3.59,Standard
sector 39,286,4.65,Standard
sector 45,286,6.29,Standard
sector 38,286,4.79,Basic
sector 46,286,5.8,Standard
sector 63a,286,5.62,Standard
sector 39,286,5.4,Premium
sector 57,286,5.47,Standard
sector 38,286,4.48,Premium
sector 52,286,4.62,Premium
sector 51,286,7.8,Premium
sector 10a,286,4.12,Basic
sector 51,286,6.85,Premium
sector 46,286,8.5,Premium
sector 42,286,6.5,Premium
sector 46,286,6.5,Standard
sector 45,286,6.15,Standard
sector 45,286,6.5,Standard
sector 10a,286,4.45,Standard
sector 43,286,9.0,Basic
sector 46,286,5.47,Premium
sector 27,286,7.5,Premium
sector 63a,286,5.85,Basic
sector 23,286,5.4,Premium
sector 23,286,5.35,Premium
sector 56,286,7.18,Standard
sector 52,286,5.5,Standard
sector 45,286,6.15,Premium
sector 46,286,6.25,Premium
sector 21,286,5.5,Basic
sector 38,287,4.8,Standard
sector 38,288,4.99,Basic
sector 99,288,4.47,Premium
sector 57,290,4.85,Standard
sector 57,291,5.56,Basic
sector 91,291,4.12,Premium
sector 39,293,4.6,Standard
sector 10a,293,3.8,Premium
sector 70a,293,5.26,Premium
sector 91,293,4.76,Basic
sector 91,293,4.72,Basic
sector 67,293,4.79,Basic
sector 66,293,7.99,Standard
sector 91,293,4.1,Premium
sector 91,293,3.85,Premium
sector 83,293,3.23,Premium
sector 82,293,3.16,Standard
sector 65,293,8.4,Premium
sector 45,293,5.95,Premium
sector 91,293,4.0,Premium
sector 66,293,7.63,Premium
sector 83,293,3.29,Standard
sector 92,293,4.38,Standard
sector 33 sohna,293,5.25,Premium
sector 39,293,4.75,Premium
sector 83,293,4.03,Basic
sector 67,293,4.72,Premium
sector 67,293,5.95,Premium
sector 70a,293,5.5,Premium
sector 92,294,4.02,Premium
sector 99,296,4.6,Standard
sector 2,297,5.0,Premium
sector 2,297,4.75,Standard
sector 2,297,4.25,Standard
sector 28,299,12.5,Basic
sector 28,299,9.5,Premium
sector 47,299,8.0,Basic
sector 28,299,11.1,Premium
sector 28,299,8.75,Premium
sector 47,300,8.26,Premium
sector 108,300,3.41,Premium
sector 108,300,3.6,Premium
sector 41,300,8.0,Premium
sector 28,300,10.0,Standard
sector 108,300,3.85,Standard
sector 47,300,7.2,Standard
sector 108,300,3.45,Premium
sector 42,301,6.66,Basic
sector 28,301,9.1,Basic
sector 54,301,10.5,Basic
sector 49,301,7.2,Basic
sector 45,301,8.5,Basic
sector 28,301,10.0,Basic
sector 41,301,8.5,Basic
sector 41,301,7.8,Basic
sector 54,301,9.0,Basic
sector 54,301,8.75,Basic
sector 28,301,8.82,Basic
sector 48,301,6.1,Premium
sector 28,301,11.3,Premium
sector 42,301,6.84,Premium
sector 50,301,8.28,Premium
sector 28,301,9.2,Basic
sector 2,301,5.25,Basic
sector 31,301,6.5,Premium
sector 28,301,9.15,Premium
sector 2,301,4.4,Basic
sector 50,301,4.5,Premium
sector 54,301,8.0,Premium
sector 2,301,5.35,Standard
sector 41,301,6.5,Standard
sector 66,301,9.0,Premium
sector 2,301,5.21,Standard
sector 39,301,4.6,Premium
sector 50,301,11.25,Premium
sector 54,301,10.49,Basic
sector 49,301,5.94,Premium
sector 108,301,3.6,Premium
sector 45,301,9.0,Standard
sector 41,301,7.96,Standard
sector 41,301,8.46,Premium
sector 28,301,11.03,Standard
sector 60,301,6.15,Premium
sector 28,301,12.0,Premium
sector 47,301,7.38,Basic
sector 28,301,11.2,Basic
sector 45,301,8.25,Premium
sector 83,301,3.78,Premium
sector 108,301,4.14,Standard
sector 33 sohna,301,5.1,Premium
sector 41,301,9.0,Standard
sector 50,301,5.0,Premium
sector 2,302,5.25,Standard
sector 2,307,4.0,Premium
sector 82,307,5.5,Premium
sector 23,308,5.5,Basic
sector 39,309,5.5,Premium
sector 57,312,6.0,Basic
sector 2,314,5.0,Premium
sector 2,314,5.09,Standard
sector 2,314,5.65,Standard
sector 33 sohna,314,5.7,Premium
sector 46,318,6.08,Basic
sector 31,319,7.1,Premium
sector 7,323,4.24,Basic
pataudi,324,2.5,Standard
pataudi,324,2.5,Standard
sector 2,325,5.5,Standard
pataudi,325,1.9,Standard
sector 102,326,5.46,Standard
sector 108,329,3.94,Basic
sector 99,329,4.92,Standard
sector 99,329,5.35,Premium
sector 99,329,4.72,Premium
sector 24,330,9.0,Basic
sector 83,330,4.25,Standard
pataudi,331,0.4,Basic
sohna road,334,8.0,Premium
sector 15,334,3.4,Basic
sector 24,334,9.25,Basic
sector 88b,334,3.4,Premium
sector 33 sohna,334,2.2,Premium
sector 65,334,9.6,Premium
sector 88a,334,3.5,Premium
sector 25,334,11.6,Standard
sector 65,334,9.2,Premium
sector 2,334,1.4,Basic
sector 83,334,4.8,Standard
sector 83,334,4.2,Standard
sector 65,334,8.98,Premium
sector 88b,334,3.48,Premium
sector 25,334,10.55,Premium
sector 25,334,11.0,Premium
sector 52,334,4.1,Premium
sector 88b,334,3.6,Premium
sector 2,334,2.2,Standard
sector 33 sohna,334,5.55,Premium
sector 83,334,4.88,Premium
sector 108,334,4.08,Premium
sector 65,334,9.2,Standard
sector 7,334,6.6,Basic
sector 25,335,10.0,Basic
sector 108,335,4.2,Premium
sector 25,336,10.65,Basic
sector 25,336,11.0,Basic
sector 26,336,10.63,Premium
sector 26,336,10.25,Premium
sector 25,336,10.0,Standard
sector 25,336,12.66,Premium
sector 25,336,13.27,Premium
sector 24,336,9.0,Standard
sector 108,338,4.0,Basic
sector 33 sohna,341,6.53,Basic
sector 108,343,4.1,Premium
sector 102,344,6.19,Premium
sector 102,344,5.36,Premium
sector 91,346,4.25,Premium
sector 67,350,5.11,Premium
sector 67,350,6.69,Premium
sector 43,350,9.11,Basic
sector 43,350,9.75,Standard
sector 43,350,9.5,Premium
sector 67,350,5.3,Premium
sector 43,350,9.19,Premium
sector 43,350,9.25,Premium
sector 43,350,9.85,Premium
sector 49,353,8.0,Standard
sector 49,353,7.8,Standard
sector 33 sohna,355,6.11,Premium
sector 99,356,4.9,Standard
sector 99,356,5.5,Premium
sector 99,356,5.33,Premium
sector 99,356,5.96,Premium
sector 95,358,2.9,Premium
sector 51,364,8.05,Premium
sector 17,368,5.72,Premium
sector 99,369,6.61,Premium
sector 55,372,7.0,Premium
sector 99,376,6.6,Standard
sector 108,376,4.95,Standard
sector 47,381,10.26,Basic
sector 99,385,5.98,Premium
sector 2,388,1.7,Basic
sector 75,390,1.7,Basic
sector 99,390,5.2,Premium
sector 102,393,6.34,Premium
sector 102,393,6.55,Premium
sector 99,393,5.64,Premium
sector 22,399,2.0,Basic
sector 108,412,4.5,Premium
sector 38,413,6.27,Premium
sector 102,414,8.0,Premium
sector 102,414,7.0,Premium
sector 102,414,6.93,Premium
sector 102,414,6.43,Standard
sector 108,416,4.75,Standard
sohna road,418,0.65,Basic
sector 43,418,10.2,Basic
sector 25,418,13.25,Basic
sector 56,418,8.6,Basic
sector 54,418,16.5,Basic
sector 57,418,9.25,Standard
sector 55,418,8.75,Premium
sector 55,418,7.75,Premium
sector 92,418,5.0,Standard
sector 33,418,5.5,Premium
sector 46,418,6.5,Standard
sector 51,418,6.75,Standard
sector 65,418,8.9,Premium
sector 26,418,9.75,Premium
sector 67,418,6.5,Standard
sector 23,418,7.5,Premium
sector 9a,418,4.5,Standard
sector 89,418,4.0,Premium
sector 49,418,10.0,Premium
sector 26,418,16.0,Premium
sector 2,418,2.0,Basic
sector 33 sohna,418,7.5,Premium
sector 40,418,7.75,Standard
sector 73,418,9.0,Premium
sector 88b,418,4.15,Premium
sector 92,418,6.25,Premium
sector 26,418,13.0,Premium
sector 33,418,6.25,Standard
sector 25,418,12.0,Premium
sector 65,418,11.25,Basic
sector 27,418,10.5,Premium
sector 43,418,16.25,Standard
sector 45,418,10.5,Premium
sector 102,418,5.9,Premium
sector 67,418,7.25,Basic
sector 65,418,13.5,Standard
sector 21,418,5.25,Standard
sector 2,418,6.5,Premium
sector 2,418,7.5,Premium
sector 54,418,16.5,Premium
sector 55,418,9.5,Premium
sector 28,418,10.0,Standard
sector 41,418,11.75,Premium
sector 41,418,12.5,Standard
sector 45,418,8.5,Premium
sector 46,418,8.45,Premium
sector 46,418,10.5,Premium
sector 91,418,4.5,Premium
sector 91,418,5.0,Premium
sector 82,418,5.75,Standard
sector 91,418,5.25,Standard
sector 33 sohna,418,7.0,Premium
sector 108,418,5.0,Premium
sector 26,418,21.0,Standard
sector 49,418,9.0,Premium
sector 26,418,14.0,Premium
sector 15,420,10.79,Basic
sector 57,420,9.04,Basic
sector 57,420,9.55,Basic
sector 24,420,11.25,Basic
sector 46,420,7.75,Basic
sector 26,420,10.0,Basic
sector 28,420,14.0,Basic
sector 25,420,13.0,Basic
sector 25,420,13.75,Basic
sector 26,420,12.6,Basic
sector 46,420,8.1,Basic
sector 43,420,10.25,Basic
sector 28,420,12.45,Basic
